#{"t_start": 1602602584.477149, "env_id": "Walker2d-v2"}
r,l,t
0.098542,23,2.252541
4.871495,15,2.258659
0.322365,14,2.264086
3.89411,30,2.276269
-1.339842,10,2.281086
-7.357429,17,2.289767
14.696717,28,2.30092
-2.812027,12,2.305896
-2.73142,11,2.311505
-5.224517,16,2.317417
0.695071,11,2.32183
-1.208273,13,2.327403
-5.969404,20,2.335447
-4.808064,20,2.342946
0.243951,15,2.34889
-7.001506,32,2.361865
-1.310152,12,2.366571
-4.586185,9,2.370752
-4.91402,16,2.377405
-0.274899,19,2.384539
0.190992,16,2.391147
2.225904,16,2.397464
6.3875,19,2.405672
1.843232,30,2.417116
4.903243,15,2.423521
0.062199,14,2.429562
-0.755557,21,2.4384
9.502967,31,2.44983
-6.521662,17,2.45676
-4.59413,24,2.466898
-3.778709,11,2.471353
8.816846,20,2.479593
3.27937,33,2.492714
-2.816134,8,2.495962
-2.409692,22,2.504833
2.676257,30,2.517445
-2.000111,10,2.521604
8.326198,22,2.530385
2.026459,23,2.539705
0.156272,15,2.545545
-5.526459,13,2.550565
-1.488804,13,2.555922
4.738809,32,2.569234
5.799166,30,2.580541
8.128532,17,2.587064
-1.791252,17,2.593296
-6.1203,17,2.600414
6.213822,19,2.608137
11.715187,41,2.624111
-0.046349,14,2.630615
-1.247852,12,2.63543
-2.383479,15,2.641282
0.031506,9,2.644561
5.822807,23,2.653376
-2.679712,15,2.660134
4.974843,19,2.668011
-6.511391,17,2.674411
4.582749,27,2.685752
4.448144,18,2.692791
-6.021699,21,2.701289
4.749062,22,2.710465
1.114747,42,2.727214
0.02862,15,2.732799
22.027494,43,2.749912
3.576227,26,2.760368
-1.474167,27,2.770704
0.864409,17,2.777178
5.163551,19,2.784466
5.377965,29,2.795723
3.676784,15,2.801546
-3.759391,22,2.810433
11.327981,34,2.82409
2.730355,16,2.831657
9.513284,28,2.842483
-3.403202,27,2.853264
15.26772,33,2.867279
4.192618,15,2.872923
-11.221925,16,2.879666
0.691553,21,2.887861
5.870049,20,2.895447
-3.42949,7,2.898606
-1.85058,22,2.907692
-6.414807,21,2.916608
5.184894,19,2.923635
-1.630619,10,2.927793
2.4124,16,2.934615
3.466228,29,2.945629
2.398824,27,2.955832
0.557678,16,2.963081
3.422185,14,2.968468
-0.995987,23,2.977888
7.519494,40,2.993046
-3.008067,18,3.000626
10.153579,31,3.012508
6.458163,15,3.018709
1.785461,15,3.024705
1.461014,12,3.029666
-3.76259,27,3.04069
-6.690734,18,3.047664
1.912915,20,3.122403
-0.69383,15,3.128324
7.272565,21,3.136204
1.249279,17,3.14343
-2.338366,38,3.158764
1.163538,17,3.165345
6.590594,20,3.17395
0.184239,30,3.186541
1.809617,21,3.194924
-1.107855,13,3.200138
5.872523,24,3.210693
-0.785365,9,3.214933
12.401747,29,3.227268
6.386938,20,3.235652
0.937213,14,3.24099
-9.093435,21,3.249347
6.03956,23,3.258761
0.798727,13,3.263758
3.476606,15,3.269739
-6.782267,12,3.274232
-1.235957,12,3.279401
2.726328,16,3.285452
-3.253584,13,3.290934
-0.244672,17,3.297776
-0.098135,12,3.302591
1.271373,27,3.313549
3.355807,21,3.321717
-2.339799,22,3.330531
-5.582927,15,3.33623
7.176636,24,3.345574
0.778659,16,3.351899
9.512671,40,3.368223
-4.393109,10,3.372601
4.014312,22,3.382755
-2.499483,16,3.388852
-1.411894,11,3.393049
-0.627066,24,3.402721
-1.896095,28,3.414682
-6.89308,10,3.418494
-2.171194,12,3.423887
2.054037,32,3.436612
-2.757798,19,3.443871
-2.730571,14,3.449354
15.926723,43,3.46614
-5.156168,13,3.471079
11.999761,21,3.47938
-3.402219,12,3.484596
4.760664,19,3.492472
1.464108,12,3.497432
8.867383,30,3.508802
-0.155428,14,3.514352
1.064621,18,3.521761
-5.767541,16,3.527744
-6.365801,20,3.535761
0.772397,19,3.543699
2.142566,18,3.551506
-2.748597,11,3.556369
4.806085,17,3.563961
2.382696,16,3.570113
-1.779053,23,3.579675
-4.652439,18,3.586622
0.629166,14,3.592572
0.200822,20,3.600237
-4.101115,19,3.607915
3.69483,22,3.616994
9.232372,29,3.628925
1.857762,20,3.637007
3.613904,16,3.643512
0.451516,15,3.649731
-3.871342,12,3.654361
-2.844403,28,3.665922
-3.50467,11,3.670504
2.17421,26,3.680702
-0.501213,11,3.685005
-3.836019,20,3.692826
-6.627084,17,3.69944
-1.181894,13,3.704641
-0.50923,12,3.709601
-1.511207,23,3.718228
2.333589,14,3.723806
3.662385,19,3.731221
6.895843,17,3.738277
1.550684,13,3.74314
-5.850981,16,3.74933
-3.29326,19,3.756616
-3.407566,12,3.761328
6.330347,24,3.770742
2.888593,13,3.776075
1.873526,16,3.782681
-3.802541,24,3.792003
2.448773,14,3.797739
-1.912391,11,3.802623
0.879488,12,3.807359
-3.248777,23,3.816347
-2.81108,11,3.821188
4.076001,35,3.834871
0.061927,13,3.83997
0.811237,10,3.843866
-8.470971,21,3.85209
-0.819564,32,3.865232
0.147062,18,3.872643
1.120434,15,3.878333
4.062794,28,3.889334
6.794745,34,3.902765
2.001968,16,3.909568
4.043735,29,3.920999
3.07967,26,3.931291
1.835835,13,3.936805
2.604619,27,3.94717
-3.357037,23,3.956396
-3.528261,26,3.966344
-6.172036,24,3.975622
-3.137241,14,3.981287
4.0944,21,3.989572
-0.936955,12,3.994084
2.60586,22,4.002886
8.921406,22,4.011794
0.300147,12,4.0169
-1.793429,15,4.022581
1.36856,31,4.034644
3.85987,16,4.041205
-0.383601,14,4.046715
5.924624,27,4.056866
-1.576148,17,4.063683
3.463606,16,4.070112
0.829972,22,4.079238
8.898599,35,4.0932
1.982708,16,4.099398
7.79613,30,4.111124
6.857163,19,4.118372
-3.605406,10,4.122476
8.591506,26,4.133941
-4.107465,14,4.139371
3.200773,18,4.146336
-0.808163,20,4.154477
1.769871,29,4.16609
-0.090095,12,4.170926
0.7634,27,4.181562
-0.689635,19,4.189375
1.00587,18,4.197504
1.971114,11,4.201888
-2.422312,15,4.207898
0.65611,16,4.213962
7.410714,17,4.221014
-3.783666,13,4.226047
-0.391391,26,4.236121
-5.52151,16,4.242552
-1.126347,15,4.248275
-2.485242,13,4.253357
10.362283,26,4.263489
-1.805307,11,4.26779
14.606583,29,4.279496
4.813779,15,4.28528
1.57007,14,4.291031
18.223979,51,4.311064
-1.812448,27,4.321333
-0.280007,26,4.331547
1.01238,15,4.337302
8.031201,38,4.351814
4.068699,15,4.358002
8.432342,23,4.366841
3.826542,21,4.37473
1.030984,13,4.381233
15.269623,29,4.392801
0.122226,15,4.398736
5.319658,24,4.408617
9.065262,26,4.419119
-4.47573,19,4.426464
-0.923913,17,4.433554
-2.411944,10,4.43763
-1.096551,23,4.446535
-3.907915,13,4.45169
5.689239,29,4.463239
21.500996,58,4.485405
1.205388,11,4.48984
3.881551,22,4.498591
4.71429,15,4.504287
3.756827,19,4.51194
-3.056248,8,4.515214
14.153502,32,4.527937
5.037461,42,4.544152
-3.062611,15,4.550217
0.162437,12,4.554884
-7.340652,19,4.562378
-4.46563,24,4.571696
-0.362397,18,4.578779
-1.714998,31,4.590988
7.614014,36,4.60554
-0.762307,12,4.610398
6.203877,30,4.621908
7.136872,20,4.629707
13.857921,30,4.641868
0.685047,21,4.650051
-0.569825,19,4.657845
1.871497,14,4.663537
0.264585,10,4.667684
0.481243,29,4.678665
-2.403165,10,4.682733
-2.313877,19,4.690005
3.095904,21,4.69789
2.800987,19,4.705176
12.442168,22,4.713785
1.460804,17,4.720606
15.386706,26,4.730816
9.597706,34,4.74371
-2.061071,17,4.750363
-9.256893,18,4.757427
-1.165465,27,4.76791
-1.66078,12,4.77277
12.904864,25,4.782478
3.557375,21,4.79063
-1.666001,21,4.798787
-4.733035,18,4.805733
2.333395,14,4.811505
-4.62557,19,4.818826
-0.909976,19,4.826391
0.520894,30,4.837651
16.689751,46,4.855348
5.758213,21,4.863735
0.132678,12,4.868689
1.244304,23,4.87744
5.837838,16,4.883615
4.438169,14,4.889179
-0.586447,15,4.895414
-2.748721,23,4.904494
3.017825,12,4.909103
3.791119,17,4.915569
1.996475,15,4.92174
0.460161,12,4.92623
1.671264,22,4.935184
-3.092324,14,4.94084
6.506866,20,4.948509
-0.739337,33,4.961264
0.563502,21,4.969658
14.740922,25,4.979712
-0.814879,16,4.986072
2.836451,12,4.990911
0.781596,14,4.996533
-5.333595,20,5.004372
7.80104,29,5.016448
-0.156063,15,5.022597
3.781214,18,5.0297
5.734747,24,5.039164
3.10165,18,5.047928
1.186026,14,5.053334
16.825506,29,5.065023
0.456954,26,5.075164
4.707007,15,5.08305
8.597353,23,5.092295
2.721345,15,5.098341
-3.657394,15,5.104061
1.758961,27,5.115121
3.759029,14,5.121759
-2.494843,15,5.127814
-0.659168,19,5.135408
-4.103686,52,5.156429
-3.955646,15,5.162732
3.540667,22,5.171109
-2.355087,11,5.175463
2.594813,16,5.181831
12.954225,28,5.192177
0.427768,25,5.201781
7.505058,27,5.212143
-2.414008,12,5.217213
-2.647762,11,5.221576
-6.218956,17,5.228396
0.842651,13,5.233659
-1.768309,14,5.239129
-2.550487,20,5.246683
-1.140809,19,5.254314
-4.309605,14,5.260407
1.13635,27,5.270981
-4.938611,14,5.276458
1.750422,14,5.281962
-2.280666,25,5.291921
0.405111,21,5.300347
-4.959587,27,5.310693
-0.583961,20,5.318168
-7.419286,13,5.323299
4.487627,16,5.330043
-1.098767,9,5.333438
-5.775988,11,5.337695
0.790061,13,5.34278
1.265524,33,5.355583
-3.354471,16,5.361769
-0.536782,23,5.371038
-1.83039,14,5.376579
5.124165,26,5.38708
-2.040055,15,5.393237
-1.024781,16,5.399463
5.040466,24,5.408566
5.93115,25,5.418238
2.382136,14,5.424909
0.421349,10,5.43073
0.300671,31,5.442871
-12.197249,17,5.449814
4.368782,15,5.45643
-4.522145,25,5.466628
-0.743177,32,5.478952
4.870786,14,5.484467
3.383623,26,5.495075
-5.476915,26,5.505698
-1.99756,10,5.509919
0.337955,25,5.51949
2.686356,37,5.533985
0.426285,14,5.539671
6.76124,30,5.551489
-1.503078,12,5.556817
16.880899,29,5.568078
-0.158883,16,5.57444
-0.058548,18,5.581467
2.653649,16,6.066068
-1.423152,11,6.147959
-2.066834,12,6.230978
-2.939045,11,6.309097
4.435644,18,6.436381
-0.667558,11,6.514765
5.13513,14,6.610399
1.505009,36,6.856304
-1.236143,26,7.037698
2.6021,20,7.175941
32.166716,48,7.502178
4.810871,19,7.632075
35.139636,44,7.933423
5.870946,34,8.168077
-2.198172,28,8.359683
2.557197,21,8.509528
1.719215,20,8.646558
7.764809,18,8.771554
8.319869,57,9.16309
5.047683,33,9.387149
20.613912,49,9.720225
2.21241,32,9.940661
9.959136,71,10.426876
-0.969811,88,11.026411
33.623178,73,11.535848
21.499747,51,11.884546
-1.259843,42,12.175195
3.447331,96,12.832213
23.399624,104,13.547055
32.14597,138,14.513339
6.322536,37,14.767044
-11.455341,79,15.30833
8.393421,41,15.589621
-36.048213,93,16.225509
3.468364,119,17.060675
18.940218,118,17.9036
-16.84786,109,18.680587
23.05034,145,19.719355
-41.068333,101,20.431537
52.266434,172,21.651977
0.004973,145,22.679626
97.196306,226,24.279535
327.222865,213,25.775006
-2.897452,107,26.527819
357.049482,617,30.881368
314.794129,205,32.328011
114.716071,248,34.077368
288.065157,157,35.178517
43.344867,163,36.329752
388.564561,247,38.075495
77.2741,192,39.436349
43.474514,186,40.748442
-0.661681,126,41.643183
42.610171,201,43.053364
-35.846912,126,43.93676
46.402875,203,45.368431
-3.695694,166,46.544525
46.002849,143,47.56087
22.700681,123,48.424597
39.643543,120,49.273226
61.307988,181,50.549677
-10.539004,120,51.400987
60.195112,174,52.634345
33.983883,159,53.770141
54.193159,129,54.67782
56.15343,171,55.889148
204.234875,446,59.044439
57.213652,124,59.932407
33.648399,121,60.787996
1.8672,73,61.310744
38.143314,163,62.467017
188.932331,122,63.333151
40.685231,101,64.051412
8.135954,83,64.634033
384.913641,267,66.533987
123.880921,264,68.416045
21.289121,97,69.109116
148.315317,291,71.242958
47.20109,110,72.044588
155.338154,110,72.833848
48.433053,149,73.903713
14.768203,108,74.676891
100.806502,244,76.416288
341.370892,325,79.280699
300.155598,242,81.079345
214.127084,147,82.174843
91.530998,167,83.434492
67.99918,205,84.95686
289.203544,262,86.878978
66.023344,155,88.005109
367.786996,308,90.25176
470.058002,462,93.634335
22.185495,174,94.903109
36.980246,132,95.868292
132.200452,164,97.060832
79.001066,185,98.403732
81.424283,174,99.6695
44.151827,121,100.547104
38.953834,101,101.274715
239.272304,168,102.489409
286.295662,212,104.033762
503.899824,396,106.87128
313.262859,172,108.080379
387.398912,239,109.767452
349.201362,241,111.457629
394.507183,253,113.22459
52.972138,145,114.247584
350.09821,219,115.784233
384.677374,220,117.340181
256.787028,138,118.312029
184.885534,99,119.007899
455.148624,280,120.980629
283.191784,144,122.000124
255.301283,145,123.027217
377.754193,215,124.483785
223.102385,121,125.289321
274.429873,134,126.196577
543.17163,500,129.625609
355.708209,268,131.477126
362.554208,238,133.0983
220.317019,130,133.99338
249.705789,137,134.923262
266.887648,154,135.980186
155.457936,91,136.606751
110.768917,211,138.062824
381.700518,207,139.479022
75.58615,188,140.779642
192.909317,148,141.793896
257.824013,143,142.770791
53.497402,138,143.70841
258.973796,145,144.701228
249.658976,161,145.799656
238.125957,150,146.822338
267.176412,157,147.897949
274.99084,165,149.405878
207.196032,154,150.467362
262.705911,209,151.901728
305.867141,284,153.837247
104.050016,283,155.770883
293.733429,205,157.16803
98.330713,102,157.862216
187.289746,147,158.866566
487.44731,407,161.6325
9.397971,87,162.221596
289.423446,155,163.282907
230.175198,114,164.062008
263.431745,154,165.119876
221.592806,185,166.393392
195.89245,127,167.281435
165.419741,111,168.076715
209.688862,129,168.990924
176.818547,121,169.845554
275.153988,163,171.019302
178.545215,121,171.891174
160.533882,224,173.503777
179.070277,128,174.413596
489.322218,401,177.285629
300.11375,244,179.047533
458.290384,536,182.897151
87.158875,192,184.275922
273.500844,202,185.73229
266.152626,146,186.78021
501.137204,596,191.042557
-46.752328,358,193.623426
426.245879,264,195.513685
537.867858,553,199.46009
298.630328,199,200.883192
449.121418,282,202.903475
422.098272,210,204.420065
653.766951,876,210.615297
229.529578,135,211.566474
421.108853,202,212.999106
223.942136,157,214.11221
188.698447,158,215.227902
533.014173,559,219.632463
176.518258,96,220.313888
177.781406,97,220.998806
248.286216,143,222.009479
178.054777,144,223.023723
174.016109,100,223.736124
174.286535,93,224.395054
227.639619,150,225.453627
136.20845,97,226.138663
215.53151,141,227.13456
186.651057,116,227.956368
140.512505,95,228.62224
174.39557,115,229.432513
40.93779,233,231.065754
416.686003,209,232.542339
-20.703175,140,233.528949
232.199144,148,234.574778
360.048193,287,236.592195
52.260388,85,237.19239
149.432411,114,237.999907
142.828194,96,238.668764
302.092259,206,240.100314
405.544861,411,242.889908
200.687757,190,244.192189
120.806627,97,244.853164
311.81508,210,246.295504
243.264964,159,247.381445
196.110122,154,248.435568
125.579372,105,249.153411
153.033547,95,249.800595
339.618908,200,251.168741
249.549177,156,252.246302
342.884008,201,253.625779
297.973383,212,255.076277
243.480926,132,255.982283
344.679746,198,257.329628
447.634821,585,261.349608
273.838953,200,262.719198
334.847505,176,263.931594
222.410494,141,264.901537
350.905466,245,266.571221
365.190702,211,268.012121
449.66104,363,270.497234
378.398386,227,272.052803
337.554237,217,273.537725
370.173711,213,275.007882
472.098983,300,277.049876
245.490756,205,278.465124
358.625629,194,279.802531
421.617562,253,281.54269
252.846761,170,282.704719
171.685395,148,283.722738
307.456454,155,284.786458
181.200205,406,287.557379
342.38266,190,289.3121
246.83035,153,290.352029
182.835885,124,291.204706
236.804944,119,292.019884
241.613064,143,293.010316
260.783295,158,294.103276
321.764937,169,295.263424
274.915138,144,296.253768
340.824375,154,297.312842
462.736591,349,299.722573
210.107824,105,300.448342
276.238152,146,301.450444
312.393718,168,302.594777
352.961968,192,303.905585
288.816494,154,304.959448
171.647111,103,305.662245
348.085618,205,307.06174
315.972068,180,308.297973
317.025918,171,309.464889
153.713009,109,310.212076
379.793455,206,311.630706
164.162363,507,315.108659
298.071733,152,316.149138
45.500381,184,317.418088
326.945368,171,318.609326
243.356628,134,319.563774
