#{"t_start": 1602724255.1230607, "env_id": "Reacher-v2"}
r,l,t
-9.048665,50,240.387825
-8.777733,50,240.908607
-7.977731,50,241.421601
-16.189257,50,241.945987
-5.571802,50,242.468101
-12.135097,50,242.993005
-18.312699,50,243.530421
-8.187139,50,244.050278
-8.861715,50,244.569923
-6.799176,50,245.105474
-6.439777,50,245.636706
-9.246717,50,246.171221
-6.581447,50,246.680366
-8.659037,50,247.211021
-12.327922,50,247.739118
-8.483919,50,248.263284
-10.132358,50,248.790517
-9.134399,50,249.305071
-9.021013,50,249.827411
-10.992826,50,250.35991
-13.524333,50,250.881253
-11.117589,50,251.411936
-8.201068,50,251.928472
-12.810705,50,252.456299
-8.628195,50,252.986624
-10.459679,50,253.503869
-4.955156,50,254.016889
-9.775104,50,254.514028
-6.562774,50,255.045249
-9.386151,50,255.563076
-7.534969,50,256.078842
-7.403414,50,256.603446
-14.942601,50,257.139633
-5.015202,50,257.657244
-7.30553,50,258.191024
-8.103581,50,258.701696
-11.575038,50,259.225096
-5.977664,50,259.751484
-11.091931,50,260.271399
-6.000696,50,260.786608
-6.737555,50,261.299845
-8.352079,50,261.833802
-16.71551,50,262.354189
-10.852159,50,262.888472
-9.179261,50,263.399976
-8.616001,50,263.914443
-10.04649,50,264.435133
-12.855528,50,264.949141
-12.604922,50,265.472792
-6.44732,50,265.993904
-12.208888,50,266.501388
-7.367693,50,267.01838
-6.095195,50,267.53538
-6.794678,50,268.053957
-6.25228,50,268.580866
-12.57779,50,269.09677
-14.077709,50,269.622017
-19.834555,50,270.14884
-9.151655,50,270.667887
-11.231659,50,271.179092
-14.166725,50,271.705059
-11.166593,50,272.221191
-8.631736,50,272.752882
-11.829733,50,273.282482
-7.124206,50,273.785987
-6.102697,50,274.30078
-12.290808,50,274.815885
-5.623075,50,275.346368
-8.633461,50,275.86296
-6.673515,50,276.388154
-17.834743,50,276.904386
-7.127112,50,277.431961
-10.455776,50,277.945259
-5.598175,50,278.458037
-8.793262,50,278.975069
-6.478561,50,279.49684
-6.740243,50,280.014541
-8.559373,50,280.544434
-8.928243,50,281.046011
-7.417718,50,281.56614
-6.416287,50,282.078074
-9.846921,50,282.602549
-17.262228,50,283.116653
-16.5356,50,283.652131
-4.843663,50,284.184868
-12.073211,50,284.705786
-7.570585,50,285.214374
-10.563624,50,285.7253
-7.295833,50,286.24209
-11.999746,50,286.727856
-17.261166,50,287.152904
-5.107304,50,287.584332
-8.752231,50,288.007162
-7.705037,50,288.429354
-14.707381,50,288.853433
-5.939672,50,289.275511
-8.714416,50,289.69884
-13.653052,50,290.119964
-17.783317,50,290.616703
-4.349768,50,291.137276
-4.170682,50,291.652488
-12.048555,50,292.175127
-6.986445,50,292.691872
-6.203466,50,293.198497
-11.693797,50,293.714462
-6.405089,50,294.230779
-9.001231,50,294.752932
-7.133509,50,295.197444
-8.641108,50,295.631018
-6.797361,50,296.062676
-10.106164,50,296.490798
-4.147365,50,296.920762
-4.053293,50,297.351559
-7.595514,50,297.781483
-9.838423,50,298.210015
-13.582117,50,298.645131
-9.715415,50,299.071598
-10.430833,50,299.499673
-4.939782,50,299.93379
-8.985828,50,300.35949
-9.253203,50,300.793562
-11.309515,50,301.214987
-13.305014,50,301.64795
-7.515154,50,302.169114
-9.991546,50,302.682982
-3.899455,50,303.198721
-14.295618,50,303.709095
-3.287529,50,304.226406
-12.894903,50,304.743809
-9.328005,50,305.275222
-8.363992,50,305.792327
-3.440291,50,306.308109
-6.969194,50,306.833593
-4.316405,50,307.343292
-7.734715,50,307.869997
-10.714368,50,308.394805
-7.410983,50,308.913308
-6.660147,50,309.436219
-5.23496,50,309.951257
-6.627652,50,310.477264
-4.650305,50,310.991575
-10.957709,50,311.505182
-13.856351,50,312.012144
-3.114057,50,312.529218
-2.867149,50,313.055448
-4.581397,50,313.588995
-3.4814,50,314.297269
-6.271084,50,314.805677
-15.598995,50,315.331237
-10.505782,50,315.850235
-3.824203,50,316.383018
-7.681639,50,316.901375
-8.534115,50,317.426358
-2.808738,50,317.958603
-5.121621,50,318.503704
-9.024671,50,319.026059
-13.953241,50,319.568139
-8.769301,50,320.108628
-5.757723,50,320.624723
-12.664052,50,321.13893
-7.987746,50,321.65723
-4.665229,50,322.177521
-6.332774,50,322.698418
-5.407483,50,323.209776
-12.842564,50,323.731356
-7.820223,50,324.312047
-3.416963,50,324.823239
-6.13511,50,325.339282
-5.18991,50,325.857843
-7.980703,50,326.375517
-6.420539,50,326.895872
-6.28824,50,327.416806
-14.264156,50,327.931096
-4.999557,50,328.446474
-10.909955,50,328.95237
-13.87794,50,329.494268
-7.962267,50,330.022332
-9.004862,50,330.537754
-7.487083,50,331.055485
-10.025567,50,331.569536
-9.315809,50,332.087821
-7.486796,50,332.608988
-4.667314,50,333.119034
-10.538733,50,333.639122
-7.824793,50,334.153732
-8.744612,50,334.676444
-10.123747,50,335.204138
-13.691775,50,335.723499
-9.79616,50,336.235143
-10.638196,50,336.762779
-5.642814,50,337.286323
-9.652236,50,337.807167
-5.790565,50,338.327758
-5.681596,50,338.853342
-6.935774,50,339.361078
-8.267484,50,339.882304
-4.342697,50,340.397505
-7.718541,50,340.961247
-9.675537,50,341.507661
-19.934358,50,342.046312
-10.603209,50,342.573566
-9.267016,50,343.109152
-10.987731,50,343.618971
-7.815349,50,344.133854
-11.51753,50,344.652704
-6.736693,50,345.166451
-7.8937,50,345.684382
-10.052517,50,346.226929
-8.72188,50,346.754967
-7.955338,50,347.276317
-3.865741,50,347.793758
-8.001375,50,348.299573
-5.839714,50,348.811123
-4.347717,50,349.333304
-6.583022,50,349.851101
-9.963396,50,350.365409
-5.022517,50,350.88187
-9.240527,50,351.394197
-8.385616,50,351.926285
-11.363014,50,352.432368
-7.805326,50,352.948977
-11.162088,50,353.465213
-4.904503,50,354.002566
-4.375191,50,354.526217
-9.046021,50,355.041207
-10.111123,50,355.555485
-4.918299,50,356.075648
-10.200046,50,356.604279
-6.002348,50,357.122027
-9.842545,50,357.629685
-7.938896,50,358.149323
-6.141003,50,358.668383
-8.35899,50,359.195151
-11.242178,50,359.713849
-5.127558,50,360.219289
-3.730229,50,360.720235
-10.687306,50,361.238049
-8.974196,50,361.752048
-11.523424,50,362.275786
-4.224341,50,362.793506
-7.243217,50,363.309951
-3.153695,50,363.817461
-8.779334,50,364.344131
-11.91926,50,364.860175
-5.983568,50,365.375535
-8.985348,50,365.885012
-8.328286,50,366.415425
-5.312788,50,366.936789
-4.253105,50,367.448392
-5.496017,50,367.974104
-9.938067,50,368.504308
-9.163641,50,369.013219
-11.717602,50,369.530679
-10.893284,50,370.035269
-8.176695,50,370.56313
-6.291186,50,371.084369
-8.143611,50,371.602117
-8.256136,50,372.129123
-8.921073,50,372.635814
-5.804988,50,373.154555
-8.223146,50,373.658324
-10.649141,50,374.179044
-10.436938,50,374.699348
-6.849173,50,375.213653
-7.180975,50,375.746519
-8.064124,50,376.274866
-8.439329,50,376.792794
-10.737294,50,377.316409
-9.289378,50,377.845948
-10.972739,50,378.366419
-11.230588,50,378.872802
-9.51448,50,379.389197
-4.301538,50,379.910608
-4.919521,50,380.429824
-9.623423,50,380.958208
-9.050637,50,381.484377
-10.3304,50,382.011165
-10.102107,50,382.537165
-9.279761,50,383.046282
-10.573581,50,383.560939
-7.378644,50,384.075655
-3.894114,50,384.600822
-6.811234,50,385.157035
-10.775812,50,385.671688
-12.038487,50,386.19039
-7.501855,50,386.700048
-3.013524,50,387.211645
-9.94603,50,387.731865
-10.727344,50,388.266666
-5.630826,50,388.792528
-10.921569,50,389.315547
-9.056285,50,389.830553
-4.112306,50,390.351438
-9.454829,50,390.881655
-8.256879,50,391.414487
-9.087016,50,391.925006
-7.044692,50,392.454843
-3.577332,50,392.966213
-2.829059,50,393.479445
-11.448297,50,393.997649
-4.666016,50,394.523877
-8.279592,50,395.050709
-8.559249,50,395.563903
-9.637229,50,396.076428
-7.799184,50,396.577562
-8.0905,50,397.027147
-9.951514,50,397.453815
-8.373531,50,397.876843
-9.84228,50,398.300092
-7.893622,50,398.726003
-3.923551,50,399.152077
-11.913865,50,399.572216
-7.933476,50,399.997708
-8.172072,50,400.468033
-11.186403,50,400.973427
-6.728768,50,401.496948
-9.705372,50,402.017237
-8.332082,50,402.542778
-11.14233,50,403.063421
-9.917494,50,403.588762
-4.868364,50,404.115445
-3.909497,50,404.638436
-5.496934,50,405.168668
-5.996073,50,405.679282
-6.940885,50,406.192379
-8.287053,50,406.715229
-12.614138,50,407.228818
-6.86012,50,407.735369
-5.607365,50,408.263763
-9.532587,50,408.777442
-12.132181,50,409.298678
-7.933202,50,409.80725
-12.027531,50,410.330747
-6.867908,50,410.849593
-7.548486,50,411.363083
-11.208686,50,411.877456
-12.430084,50,412.38011
-8.439651,50,412.895823
-8.702566,50,413.400699
-3.686426,50,413.915268
-13.338227,50,414.427136
-10.199827,50,414.943896
-8.422603,50,415.460629
-8.100923,50,415.974299
-3.918816,50,416.499778
-8.527509,50,417.014619
-6.849172,50,417.72909
-10.942315,50,418.231853
-7.029503,50,418.756217
-8.899866,50,419.283097
-4.791453,50,419.801635
-4.410728,50,420.316582
-11.62083,50,420.832711
-3.976546,50,421.357038
-10.502538,50,421.871965
-8.021189,50,422.388379
-7.44976,50,422.910209
-7.748324,50,423.429249
-8.232643,50,423.953685
-6.759653,50,424.46692
-7.784377,50,424.979856
-10.463358,50,425.502954
-11.229298,50,426.026399
-5.336795,50,426.544039
-11.960193,50,427.07321
-3.736962,50,427.58822
-4.498752,50,428.109278
-7.829347,50,428.61998
-9.08345,50,429.175318
-3.906073,50,429.689387
-10.912185,50,430.205452
-9.60645,50,430.725642
-9.43894,50,431.2597
-7.421037,50,431.788597
-11.48346,50,432.320806
-11.324987,50,432.851508
-7.991876,50,433.364293
-11.790448,50,433.879268
-12.027331,50,434.394383
-5.974251,50,434.919997
-8.731964,50,435.444124
-7.539576,50,435.969407
-7.714278,50,436.482947
-6.754739,50,437.002754
-3.715992,50,437.528032
-9.931134,50,438.045465
-8.312861,50,438.578626
-8.796889,50,439.085462
-6.038743,50,439.612184
-5.742996,50,440.138711
-10.334527,50,440.672885
-9.583976,50,441.189386
-5.480262,50,441.710937
-12.490674,50,442.247436
-9.041982,50,442.772185
-8.812343,50,443.282125
-7.740434,50,443.797408
-6.008216,50,444.31499
-3.567434,50,444.822146
-9.183506,50,445.347868
-7.45496,50,445.875022
-10.249748,50,446.398123
-5.864982,50,446.914846
-8.298509,50,447.423857
-7.854231,50,447.944089
-8.711313,50,448.468703
-3.267094,50,448.984255
-9.788762,50,449.498569
-11.188434,50,450.002783
-6.746224,50,450.526234
-5.479639,50,451.050078
