verbose,total_opt_steps,N_epoch,N_E_traj,add_history,learning_rate,density_ratio_feature_map,N_agg_iter,opt_seed,run_seed,linear,RL_expert_folder,kill_feats,results_path,pair_E_s0,adversary_feature_map,H_dims,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,render_final,switch_2_E_after,random_demos,RL_expert_exp_id,RL_expert_load_best,RL_expert_algo,T_max,partial_obs,loss_function,alg,env_id,N_E_samp,w_max,w_min,final,w_ESS,reward,reward_std,loss_test,loss_train,class_test,runtime,best_ind
0,200000,10,1,False,0.1,linear,20,0,0,False,my_RL_experts,"[4, 5]",results/results-Acrobot-v1--exp1.csv,False,,[512],10,10,128,False,False,,,False,False,,False,0,True,,,False,,ALICE-Cov-PO45,Acrobot-v1,76,1.0,1.0,False,75.99999999999999,-67.0,0.0,11.853845596313475,0.00012048654753016308,0.2157829850912094,0.11383599440256754,0
0,400000,10,1,False,0.1,linear,20,0,0,False,my_RL_experts,"[4, 5]",results/results-Acrobot-v1--exp1.csv,False,,[512],10,10,128,False,False,,,False,False,,False,0,True,,,False,,ALICE-Cov-PO45,Acrobot-v1,76,1.4374118266142584,0.6230832139132709,False,73.91560893724866,-131.0,0.0,12.66091251373291,0.0001136444916483015,0.2133168876171112,0.2361244360605876,1
0,600000,10,1,False,0.1,linear,20,0,0,False,my_RL_experts,"[4, 5]",results/results-Acrobot-v1--exp1.csv,False,,[512],10,10,128,False,False,,,False,False,,False,0,True,,,False,,ALICE-Cov-PO45,Acrobot-v1,76,1.6517990069853337,0.553778553759928,False,73.21278494102056,-100.0,0.0,14.904194831848145,3.8644389860564836e-05,0.20715166628360748,0.36803057591120397,2
0,800000,10,1,False,0.1,linear,20,0,0,False,my_RL_experts,"[4, 5]",results/results-Acrobot-v1--exp1.csv,False,,[512],10,10,128,False,False,,,False,False,,False,0,True,,,False,,ALICE-Cov-PO45,Acrobot-v1,76,1.5931308424004367,0.6009265107511259,False,73.73706620770527,-65.0,0.0,14.402398109436035,3.045744961127639e-05,0.20838470757007602,0.4994051059087117,3
0,1000000,10,1,False,0.1,linear,20,0,0,False,my_RL_experts,"[4, 5]",results/results-Acrobot-v1--exp1.csv,False,,[512],10,10,128,False,False,,,False,False,,False,0,True,,,False,,ALICE-Cov-PO45,Acrobot-v1,76,1.5754086195615191,0.6035936109634383,False,73.80775938756716,-64.0,0.0,16.808713912963867,2.0938879970344715e-05,0.2108508050441742,0.6387054761250813,4
0,1200000,10,1,False,0.1,linear,20,0,0,False,my_RL_experts,"[4, 5]",results/results-Acrobot-v1--exp1.csv,False,,[512],10,10,128,False,False,,,False,False,,False,0,True,,,False,,ALICE-Cov-PO45,Acrobot-v1,76,1.5751357314737469,0.5910364986296811,False,73.72960610410323,-74.0,0.0,16.23814582824707,1.4048790944798386e-05,0.2145499438047409,0.7842304825782775,5
0,1400000,10,1,False,0.1,linear,20,0,0,False,my_RL_experts,"[4, 5]",results/results-Acrobot-v1--exp1.csv,False,,[512],10,10,128,False,False,,,False,False,,False,0,True,,,False,,ALICE-Cov-PO45,Acrobot-v1,76,1.5768253616995231,0.5807082039946171,False,73.67059417822493,-144.0,0.0,18.148473739624023,1.0953574019367807e-05,0.2120838463306427,0.930542556444804,6
0,1600000,10,1,False,0.1,linear,20,0,0,False,my_RL_experts,"[4, 5]",results/results-Acrobot-v1--exp1.csv,False,,[512],10,10,128,False,False,,,False,False,,False,0,True,,,False,,ALICE-Cov-PO45,Acrobot-v1,76,1.5614959290360315,0.5898173684936794,False,73.75405308577673,-99.0,0.0,17.455486297607422,7.295830982911867e-06,0.2108508050441742,1.08044118086497,7
0,1800000,10,1,False,0.1,linear,20,0,0,False,my_RL_experts,"[4, 5]",results/results-Acrobot-v1--exp1.csv,False,,[512],10,10,128,False,False,,,False,False,,False,0,True,,,False,,ALICE-Cov-PO45,Acrobot-v1,76,1.5433024829412283,0.5962681844682912,False,73.85023843813367,-500.0,0.0,19.07708168029785,6.656382993242005e-06,0.2120838463306427,1.2441320856412252,8
0,2000000,10,1,False,0.1,linear,20,0,0,False,my_RL_experts,"[4, 5]",results/results-Acrobot-v1--exp1.csv,False,,[512],10,10,128,False,False,,,False,False,,False,0,True,,,False,,ALICE-Cov-PO45,Acrobot-v1,76,1.5310568701170493,0.6041816733047003,False,73.89394212575262,-186.0,0.0,18.038183212280273,5.7651764109323275e-06,0.2145499438047409,1.3978396813074747,9
0,2200000,10,1,False,0.1,linear,20,0,0,False,my_RL_experts,"[4, 5]",results/results-Acrobot-v1--exp1.csv,False,,[512],10,10,128,False,False,,,False,False,,False,0,True,,,False,,ALICE-Cov-PO45,Acrobot-v1,76,1.5130096298596385,0.6209277210892377,False,73.99820029992198,-151.0,0.0,20.30754280090332,6.126646894699661e-06,0.2034525275230408,1.5530131737391153,10
0,2400000,10,1,False,0.1,linear,20,0,0,False,my_RL_experts,"[4, 5]",results/results-Acrobot-v1--exp1.csv,False,,[512],10,10,128,False,False,,,False,False,,False,0,True,,,False,,ALICE-Cov-PO45,Acrobot-v1,76,1.4920133009674206,0.6311343277052222,False,74.13050716590914,-365.0,0.0,19.317771911621094,5.111412519909209e-06,0.2108508050441742,1.7148145278294882,11
