verbose,total_opt_steps,N_epoch,N_E_traj,add_history,learning_rate,random_demos,results_path,N_agg_iter,opt_seed,run_seed,linear,RL_expert_folder,partial_obs,H_dims,kill_feats,pair_E_s0,density_ratio_feature_map,adversary_feature_map,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,render_final,switch_2_E_after,RL_expert_exp_id,RL_expert_load_best,RL_expert_algo,T_max,loss_function,alg,env_id,N_E_samp,w_max,w_min,final,w_ESS,reward,reward_std,loss_test,loss_train,class_test,runtime,best_ind
3,8000000,10,100,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,96950,1.0,1.0,False,96950.0,1043.8690778499517,256.1941939397042,0.02572049200534821,0.024983780458569527,0.02572049200534821,12.013639390468596,1
3,12000000,10,100,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,96950,1.0,1.0,False,96950.0,1139.2900096585229,173.02568824835808,0.0228005088865757,0.021169258281588558,0.0228005088865757,17.75357005198797,2
3,16000000,10,100,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,96950,1.0,1.0,False,96950.0,1058.092374142461,193.84729088625545,0.02240090630948544,0.02066177502274513,0.02240090630948544,23.49963483413061,3
3,20000000,10,100,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,96950,1.0,1.0,True,96950.0,690.7979012338425,150.89711819409902,0.021747281774878502,0.01976966857910156,0.021747281774878502,28.95927321910857,4
3,4000000,10,100,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,96950,1.0,1.0,False,96950.0,1747.5906321368266,605.1434822649397,0.030844110995531082,0.03111085295677185,0.030844110995531082,8.526102817058563,0
3,8000000,10,100,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,96950,1.0,1.0,False,96950.0,1043.8690778499517,256.1941939397042,0.02572049200534821,0.024983780458569527,0.02572049200534821,16.349890299638115,1
3,12000000,10,100,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,96950,1.0,1.0,False,96950.0,1139.2900096585229,173.02568824835808,0.0228005088865757,0.021169258281588558,0.0228005088865757,25.882394548257192,2
3,16000000,10,100,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,96950,1.0,1.0,False,96950.0,1058.092374142461,193.84729088625545,0.02240090630948544,0.020661775022745132,0.02240090630948544,36.044879309336345,3
3,20000000,10,100,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,96950,1.0,1.0,True,96950.0,690.7979012338425,150.89711819409902,0.021747281774878502,0.01976966857910156,0.021747281774878502,45.835686206817634,4
3,4000000,10,200,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,192801,1.0,1.0,False,192801.0,1052.0649510675444,89.34186287533754,0.030481146648526188,0.0329589918255806,0.030481146648526188,11.935229468345645,0
3,8000000,10,200,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,192801,1.0,1.0,False,192801.0,1844.103585417508,259.10564283505954,0.025098610669374462,0.02617511712014675,0.025098610669374462,24.799809920787805,1
3,12000000,10,200,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,192801,1.0,1.0,False,192801.0,2593.499724876836,652.1286737281303,0.023098992183804512,0.02372061088681221,0.023098992183804512,39.86633081833522,2
3,16000000,10,200,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,192801,1.0,1.0,False,192801.0,2997.190352684299,827.3379530183807,0.022299719974398613,0.02285308949649334,0.022299719974398613,55.86983019908269,3
3,20000000,10,200,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,192801,1.0,1.0,True,192801.0,3016.6979093945233,979.5945650302913,0.021393377333879467,0.021485159173607826,0.021393377333879467,66.31788039604822,4
3,4000000,10,200,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,192801,1.0,1.0,False,192800.99999999997,1052.0649510675444,89.34186287533755,0.03048114664852619,0.0329589918255806,0.03048114664852619,11.87837298711141,0
3,8000000,10,200,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,192801,1.0,1.0,False,192800.99999999997,1844.1035854175082,259.10564283505954,0.025098610669374466,0.02617511712014675,0.025098610669374466,24.75960114399592,1
3,12000000,10,200,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,192801,1.0,1.0,False,192800.99999999997,2593.499724876836,652.1286737281303,0.023098992183804512,0.02372061088681221,0.023098992183804512,38.22318243980408,2
3,16000000,10,200,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,192801,1.0,1.0,False,192800.99999999997,2997.1903526842984,827.3379530183807,0.022299719974398613,0.02285308949649334,0.022299719974398613,53.05292691787084,3
3,20000000,10,200,False,0.003,False,results/results-Hopper-v2--exp2.csv,5,0,0,False,my_RL_experts,False,"[512, 256]",,False,,,10,10,128,False,True,,,False,False,,0,True,,,mse,BC,Hopper-v2,192801,1.0,1.0,True,192800.99999999997,3016.6979093945233,979.5945650302912,0.02139337733387947,0.021485159173607826,0.02139337733387947,63.316693377494815,4
