verbose,total_opt_steps,N_epoch,N_E_traj,add_history,N_agg_iter,random_demos,RL_expert_folder,RL_expert_load_best,learning_rate,H_dims,loss_function,partial_obs,results_path,render_final,kill_feats,pair_E_s0,run_seed,opt_seed,density_ratio_feature_map,adversary_feature_map,linear,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,switch_2_E_after,RL_expert_exp_id,RL_expert_algo,T_max,alg,env_id,N_E_samp,w_max,w_min,w_ESS,reward,reward_std,loss_test,loss_train,final,class_test,runtime,best_ind,model_reg_coeff
4,1000000,10,25,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,2,,,ALICE-Cov,HalfCheetah-v2,25000,1.0,1.0,25000.0,3842.8106673599373,174.27099368265903,0.2797784805297852,0.2665935754776001,False,0.2797784805297852,1.2135751207669576,0,
4,2000000,10,25,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,2,,,ALICE-Cov,HalfCheetah-v2,25000,5.0232734773719345,0.6197097032226533,23261.817700520543,3880.793713747486,198.10249459486323,0.26107579469680786,0.2547218203544617,False,0.26107579469680786,2.423806659380595,1,
4,3000000,10,25,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,2,,,ALICE-Cov,HalfCheetah-v2,25000,6.1082598399172925,0.4534742129154314,22452.873782031493,3871.4123274015888,173.81926334233918,0.2578514814376831,0.2527249157428741,False,0.2578514814376831,3.6417224287986754,2,
4,4000000,10,25,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,2,,,ALICE-Cov,HalfCheetah-v2,25000,6.0584916267648365,0.40798064037882015,22342.616148920617,4043.712150360403,184.33780567167787,0.24927060306072235,0.2372100353240967,False,0.24927060306072235,4.814958679676057,3,
4,5000000,10,25,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,2,,,ALICE-Cov,HalfCheetah-v2,25000,5.776828417299839,0.3886073631577169,22478.283496892807,3728.356430571722,760.1988596355026,0.2642189264297485,0.2510083317756653,False,0.2642189264297485,6.0217592358589185,4,
4,6000000,10,25,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,2,,,ALICE-Cov,HalfCheetah-v2,25000,5.449656144633095,0.3988867839051369,22670.055230598307,3856.7781543212327,860.233667981969,0.2524607181549072,0.2381778508424759,False,0.2524607181549072,7.273494211832683,5,
4,7000000,10,25,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,2,,,ALICE-Cov,HalfCheetah-v2,25000,5.234923518050331,0.4158803393841207,22799.202604043712,3976.930826703086,111.44211287439929,0.25359293818473816,0.2373793721199036,False,0.25359293818473816,8.507803952693939,6,
4,8000000,10,25,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,2,,,ALICE-Cov,HalfCheetah-v2,25000,5.08107723520108,0.4242720496742268,22894.53279422576,4048.605688324488,124.85659690134716,0.2516062557697296,0.2346497029066085,False,0.2516062557697296,9.762699437141418,7,
4,9000000,10,25,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,2,,,ALICE-Cov,HalfCheetah-v2,25000,4.879269459881783,0.4402652493716625,23014.307208649232,3983.923178570116,100.61793545511648,0.25502151250839233,0.23803259432315824,False,0.25502151250839233,10.97732112805049,8,
4,10000000,10,25,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,2,,,ALICE-Cov,HalfCheetah-v2,25000,4.709103729418835,0.4773998807613936,23121.422144161068,3939.320002716275,129.6143825632164,0.2431626617908477,0.2255936712026596,True,0.2431626617908477,12.615454955895741,9,
4,1000000,10,50,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,1,,,ALICE-Cov,HalfCheetah-v2,50000,1.0,1.0,50000.0,-277.77660368169893,661.9414987412772,0.33963194489479065,0.3390948176383972,False,0.33963194489479065,1.5935893336931863,0,
4,2000000,10,50,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,1,,,ALICE-Cov,HalfCheetah-v2,50000,11.116306867236883,0.500531665212721,42011.37153363618,696.6673814745369,2079.228874107478,0.31228387355804443,0.17644579708576202,False,0.31228387355804443,3.2001984000205987,1,
4,3000000,10,50,False,10,False,my_RL_experts,True,0.003,[512],L2,False,results/results-HalfCheetah-v2--exp1.csv,False,,False,,,linear,,False,50,50,128,False,False,,,False,,1,,,ALICE-Cov,HalfCheetah-v2,50000,16.23907140739486,0.33618426730122963,18805.01934546012,1601.3762810381616,2516.3456693526277,0.3190135657787323,0.15202221274375916,False,0.3190135657787323,4.812189396222434,2,
