verbose,N_E_traj,add_history,RL_expert_folder,N_agg_iter,N_epoch,total_opt_steps,kill_feats,pair_E_s0,run_seed,opt_seed,pi0_BC_init,density_ratio_feature_map,adversary_feature_map,learning_rate,H_dims,linear,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,resume_BC,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,switch_2_E_after,random_demos,RL_expert_exp_id,RL_expert_load_best,RL_expert_algo,T_max,loss_function,alg,env_id,N_E_samp,w_max,w_min,w_ESS,reward,loss_test,loss_train,final,class_test,runtime,partial_obs,result_path,reward_std
0,40,True,my_RL_experts,5,10,1600000,,False,0.0,0.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,20000,1.0,1.0,20000.0,500.0,0.10025594383478163,0.1076529175043106,False,0.0406000018119812,1.5867274165153504,,,
0,40,True,my_RL_experts,5,10,2000000,,False,0.0,0.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,20000,1.0,1.0,20000.0,500.0,0.09103024750947952,0.09682910144329072,True,0.03480000048875809,1.8477746208508807,,,
0,1,False,my_RL_experts,1,5,500000,,False,,,True,linear,poly 2,0.01,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,Expert,CartPole-v1,500,1.0,1.0,500.0,500.0,0.641765832901001,0.645886242389679,True,0.0,0.02717671791712443,,,
0,1,False,my_RL_experts,1,5,500000,,False,1.0,,True,linear,poly 2,0.01,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,Random,CartPole-v1,500,1.0,1.0,500.0,20.4,0.7189887166023254,0.7159639596939087,True,0.5008000135421753,0.001133433977762858,,,
0,1,False,my_RL_experts,5,10,400000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,500,1.0,1.0,500.0,409.0,3.5448758602142334,0.010306341573596,False,0.1298000067472458,0.1908634066581726,,,
0,1,False,my_RL_experts,5,10,800000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,500,1.0,1.0,500.0,421.0,4.6606178283691415,0.005978025496006012,False,0.11420000344514848,0.3807675520579021,,,
0,1,False,my_RL_experts,5,10,1200000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,500,1.0,1.0,500.0,429.0,5.362102508544922,0.004706693347543478,False,0.08399999886751175,0.5717518250147502,,,
0,1,False,my_RL_experts,5,10,1600000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,500,1.0,1.0,500.0,441.0,5.441957950592041,0.004394053481519222,False,0.08380000293254852,0.7629843632380168,,,
0,1,False,my_RL_experts,5,10,2000000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,500,1.0,1.0,500.0,453.7,5.343826770782472,0.002827022923156619,True,0.07680000364780426,0.9922255357106526,,,
0,1,True,my_RL_experts,5,10,400000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,500,1.0,1.0,500.0,377.0,5.758869647979736,0.0931401327252388,False,0.18440000712871552,0.197266964117686,,,
0,1,True,my_RL_experts,5,10,800000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,500,1.0,1.0,500.0,404.0,7.736745357513428,0.007123991847038269,False,0.13899999856948853,0.3926905473073324,,,
0,1,True,my_RL_experts,5,10,1200000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,500,1.0,1.0,500.0,409.0,6.6434736251831055,0.010870045050978659,False,0.11060000211000444,0.5887454112370809,,,
0,1,True,my_RL_experts,5,10,1600000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,500,1.0,1.0,500.0,500.0,7.4689087867736825,0.008058777078986168,False,0.0934000015258789,0.7932058930397033,,,
0,1,True,my_RL_experts,5,10,2000000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,500,1.0,1.0,500.0,461.3,7.331251621246338,0.00590370548889041,True,0.08919999748468399,1.0291117628415425,,,
0,4,False,my_RL_experts,1,5,500000,,False,,,True,linear,poly 2,0.01,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,Expert,CartPole-v1,2000,1.0,1.0,2000.0,500.0,0.641765832901001,0.6431481838226318,True,0.0,0.026371471087137856,,,
0,4,False,my_RL_experts,1,5,500000,,False,1.0,,True,linear,poly 2,0.01,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,Random,CartPole-v1,2000,1.0,1.0,2000.0,21.9,0.7130777835845947,0.7124361395835876,True,0.49020001292228704,0.0011981606483459472,,,
0,4,False,my_RL_experts,5,10,400000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,2000,1.0,1.0,2000.0,500.0,0.1245918720960617,0.08624095469713211,False,0.04179999977350235,0.20867930650711056,,,
0,4,False,my_RL_experts,5,10,800000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,2000,1.0,1.0,2000.0,500.0,0.15759345889091492,0.07895184308290483,False,0.054999999701976776,0.4207027554512024,,,
0,4,False,my_RL_experts,5,10,1200000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,2000,1.0,1.0,2000.0,500.0,0.1394864022731781,0.06142296269536018,False,0.04259999841451645,0.6328673322995504,,,
0,4,False,my_RL_experts,5,10,1600000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,2000,1.0,1.0,2000.0,500.0,0.1332092434167862,0.059680212289094925,False,0.041200000792741776,0.8467681487401326,,,
0,4,False,my_RL_experts,5,10,2000000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,2000,1.0,1.0,2000.0,500.0,0.16835615038871765,0.05605918914079666,True,0.04859999939799309,1.0835607806841532,,,
0,4,True,my_RL_experts,5,10,400000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,2000,1.0,1.0,2000.0,500.0,0.12507541477680206,0.1021895781159401,False,0.04800000041723251,0.21028863191604613,,,
0,4,True,my_RL_experts,5,10,800000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,2000,1.0,1.0,2000.0,500.0,0.2500843405723572,0.1820393651723861,False,0.08320000022649765,0.4236276944478353,,,
0,4,True,my_RL_experts,5,10,1200000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,2000,1.0,1.0,2000.0,500.0,0.2112965136766433,0.12721775472164154,False,0.06700000166893005,0.6384581208229065,,,
0,4,True,my_RL_experts,5,10,1600000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,2000,1.0,1.0,2000.0,500.0,0.2302205115556717,0.11768650263547895,False,0.062199998646974564,0.8479710300763448,,,
0,4,True,my_RL_experts,5,10,2000000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,2000,1.0,1.0,2000.0,500.0,0.13600555062294006,0.07155987620353699,True,0.0406000018119812,1.081610349814097,,,
0,10,False,my_RL_experts,1,5,500000,,False,,,True,linear,poly 2,0.01,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,Expert,CartPole-v1,5000,1.0,1.0,5000.0,500.0,0.641765832901001,0.6412022709846497,True,0.0,0.026167007287343343,,,
0,10,False,my_RL_experts,1,5,500000,,False,1.0,,True,linear,poly 2,0.01,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,Random,CartPole-v1,5000,1.0,1.0,5000.0,16.4,0.7096772193908691,0.7095537185668945,True,0.5004000067710876,0.0011792739232381185,,,
0,10,False,my_RL_experts,5,10,400000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,5000,1.0,1.0,5000.0,500.0,0.08667169511318208,0.09118375927209854,False,0.03460000082850456,0.24056381781895955,,,
0,10,False,my_RL_experts,5,10,800000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,5000,1.0,1.0,5000.0,500.0,0.0708329901099205,0.06368597596883774,False,0.03099999949336052,0.4850313862164815,,,
0,10,False,my_RL_experts,5,10,1200000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,5000,1.0,1.0,5000.0,500.0,0.07979466766119002,0.07668723165988922,False,0.032000001519918435,0.7192726373672486,,,
0,10,False,my_RL_experts,5,10,1600000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,5000,1.0,1.0,5000.0,500.0,0.06572596728801727,0.05997004359960556,False,0.026799999177455902,0.9571161389350892,,,
0,10,False,my_RL_experts,5,10,2000000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC,CartPole-v1,5000,1.0,1.0,5000.0,500.0,0.06847596168518066,0.05651151761412621,True,0.026399999856948853,1.1930965423583983,,,
0,10,True,my_RL_experts,5,10,400000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,5000,1.0,1.0,5000.0,500.0,0.12619292736053467,0.14525040984153748,False,0.050599999725818634,0.2427730679512024,,,
0,10,True,my_RL_experts,5,10,800000,,False,1.0,1.0,True,linear,poly 2,0.1,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,10000,mse,BC+H,CartPole-v1,5000,1.0,1.0,5000.0,500.0,0.11139315366744997,0.10778354853391647,False,0.0430000014603138,0.4886171499888102,,,
