verbose,total_opt_steps,N_epoch,N_E_traj,add_history,learning_rate,random_demos,density_ratio_feature_map,N_agg_iter,opt_seed,run_seed,linear,RL_expert_folder,partial_obs,results_path,kill_feats,pair_E_s0,adversary_feature_map,H_dims,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,render_final,switch_2_E_after,RL_expert_exp_id,RL_expert_load_best,RL_expert_algo,T_max,loss_function,alg,env_id,N_E_samp,w_max,w_min,final,w_ESS,reward,reward_std,loss_test,loss_train,class_test,runtime,best_ind
0,1600000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.0162265134846633,0.8030962341673302,False,105.94166018083195,-200.0,0.0,5.206344604492188,0.045029915869235985,0.09038461744785307,1.2496943712234496,7
0,1800000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.0598774111402358,0.7912043191320846,False,105.49285656732813,-200.0,0.0,0.8653326034545898,0.043261758983135216,0.04038461670279503,1.4086701472600298,8
0,2000000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.0969580651285908,0.7784014164376073,False,104.6183741381036,-200.0,0.0,1.5737183094024658,0.039978202432394035,0.05384615436196327,1.569765611489614,9
0,2200000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.1288607952138523,0.7653369974857939,False,103.516543083721,-200.0,0.0,1.6165909767150881,0.04681474715471269,0.051923077553510666,1.7304141004880267,10
0,2400000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.1566149920128288,0.7436898377557156,False,102.30857615156143,-200.0,0.0,3.96521520614624,0.03975757583975792,0.07500000298023224,1.897483479976654,11
0,2600000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.1809940391120182,0.7042720316578995,False,101.06752725701928,-200.0,0.0,5.5955729484558105,0.04775809496641159,0.08173076808452606,2.0748065869013472,12
0,2800000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.202590797580166,0.6692954152671868,False,99.83663706382929,-200.0,0.0,4.831510066986084,0.048435535281896584,0.07692307978868483,2.247323060035705,13
0,3000000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.2218626982180758,0.6380297824433997,False,98.64078554115072,-200.0,0.0,8.333782196044924,0.051889020949602134,0.0942307710647583,2.428034901618957,14
0,3200000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.2391802553085458,0.6098979256526443,False,97.49341011754628,-200.0,0.0,8.560468673706055,0.051039978861808784,0.0951923057436943,2.6055277784665427,15
0,3400000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.2548312273808893,0.5844379647048841,False,96.4011232559974,-200.0,0.0,3.086069345474243,0.04181287810206413,0.0634615421295166,2.7858285506566367,16
0,3600000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.2690514164011797,0.5612750794066176,False,95.36623419519137,-200.0,0.0,6.183377742767334,0.0527246855199337,0.08173076808452606,2.960934603214264,17
0,3800000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.2820328783943438,0.5401023114802399,False,94.38851212050085,-200.0,0.0,7.689066410064697,0.05276290327310562,0.08653846383094788,3.1387560288111365,18
0,4000000,10,1,True,0.03,False,linear,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.293932738878579,0.5206655401436397,True,93.46624974453115,-200.0,0.0,3.086069345474243,0.0429941900074482,0.0634615421295166,3.3453716993331915,16
0,200000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0,1.0,False,106.0,-115.0,0.0,0.2348652482032776,0.1675187647342682,0.07980769127607346,0.17603708505630494,0
0,400000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0003381588786449,0.9997267067155776,False,105.99999583460126,-115.0,0.0,0.3160918056964874,0.15386058390140533,0.08269231021404266,0.35355865955352783,1
0,600000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0005183364593049,0.9995794212179848,False,105.99999017831638,-115.0,0.0,0.4000416100025177,0.1508968621492386,0.08461538702249527,0.5345317165056864,2
0,800000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0006559017863768,0.9994645419717738,False,105.9999841870986,-115.0,0.0,0.5166422724723816,0.15658561885356906,0.07980769127607346,0.7201174855232239,3
0,1000000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0007447861593042,0.9993906618240501,False,105.99997957123057,-114.0,0.0,0.5199562907218933,0.1492759734392166,0.07980769127607346,0.9037875493367512,4
0,1200000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0008246174850954,0.9993239358251989,False,105.99997491009115,-114.0,0.0,0.6022287011146545,0.14634419977664948,0.07884615659713745,1.0898290952046712,5
0,1400000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0008943368184564,0.9992660869941072,False,105.99997046339406,-115.0,0.0,0.5913209319114685,0.15279032289981842,0.08269231021404266,1.2692745407422383,6
0,1600000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.000949231252833,0.9992268028435219,False,105.99996694810024,-114.0,0.0,0.6519373059272766,0.14666061103343964,0.08076923340559006,1.4600359718004865,7
0,1800000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0009930359715418,0.9991883073399204,False,105.99996371411942,-114.0,0.0,0.6963721513748169,0.14382556080818176,0.07980769127607346,1.6454968452453609,8
0,2000000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0010326325100176,0.9991542148722908,False,105.99996069049469,-114.0,0.0,0.7510215044021606,0.1416972577571869,0.08173076808452606,1.832299772898356,9
0,2200000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0010655760137517,0.9991197823313456,False,105.99995781977334,-114.0,0.0,0.7190918922424316,0.14088159799575806,0.08461538702249527,2.0127508004506427,10
0,2400000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0010997392157697,0.9990903850701324,False,105.99995501918958,-114.0,0.0,0.7550269961357117,0.13954207301139832,0.08269231021404266,2.1988221645355224,11
0,2600000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0011312167641644,0.9990639016059292,False,105.9999523869015,-114.0,0.0,0.7850715517997742,0.13833291828632355,0.08269231021404266,2.402636726697286,12
0,2800000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.001158774653954,0.9990403076985336,False,105.99995000163669,-114.0,0.0,0.8070834875106812,0.13757140934467316,0.08173076808452606,2.610202201207479,13
0,3000000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0011875701092081,0.999027191145512,False,105.99994800440498,-114.0,0.0,0.8749037981033325,0.13696451485157013,0.07980769127607346,2.8153066833813987,14
0,3200000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0012060926462747,0.9990100773033208,False,105.99994627482256,-114.0,0.0,0.8722540140151978,0.1364246904850006,0.07980769127607346,3.023851577440898,15
0,3400000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0012222723117603,0.9989963133291258,False,105.99994479970259,-114.0,0.0,0.8646186590194702,0.13652227818965912,0.08653846383094788,3.236795695622762,16
0,3600000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0012394236205275,0.998988447236988,False,105.9999435523393,-114.0,0.0,0.8904616236686707,0.1352090686559677,0.08173076808452606,3.437169138590495,17
0,3800000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.0012538155691415,0.998981633770168,False,105.99994248410341,-114.0,0.0,0.9865469336509703,0.13491061329841614,0.08173076808452606,3.641908812522888,18
0,4000000,10,1,False,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov-PO0,MountainCar-v0,106,1.001263362513766,0.9989725845670592,True,105.99994153870769,-119.6,4.476605857119878,0.9797555804252625,0.1345304399728775,0.08653846383094788,3.8600159247716266,19
0,200000,10,1,True,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.0,1.0,False,106.0,-200.0,0.0,0.17242197692394254,0.08281044661998749,0.02884615398943424,0.1887438535690308,0
0,400000,10,1,True,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.8070172652060856,0.5010212731387197,False,75.76607242234019,-131.0,0.0,0.208004966378212,0.06859403848648071,0.04038461670279503,0.3729415694872538,1
0,600000,10,1,True,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.8196867768358287,0.4897878426055956,False,75.11608155333613,-200.0,0.0,0.2919303774833679,0.04021648690104485,0.02788461558520794,0.5498569289843241,2
0,800000,10,1,True,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.6514541498124289,0.5616657776348593,False,83.48210723366033,-200.0,0.0,0.3470180928707123,0.03099291212856769,0.02884615398943424,0.7209043343861897,3
0,1000000,10,1,True,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.4881264140094643,0.6284290054433215,False,91.24796239954857,-200.0,0.0,1.2064927816390991,0.03393105790019035,0.07403846085071564,0.8893686652183532,4
0,1200000,10,1,True,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.3496935823396077,0.6833635859837739,False,97.09034577484172,-200.0,0.0,0.8211057186126709,0.04196179285645485,0.054807692766189575,1.0633861859639486,5
0,1400000,10,1,True,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.2352728811037674,0.7281742726402619,False,101.05977894999032,-200.0,0.0,1.077026605606079,0.0372205525636673,0.06634615361690521,1.2314101576805114,6
0,1600000,10,1,True,0.03,False,poly 2,20,0,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp1.csv,[0],False,,[512],10,10,128,False,False,,,False,False,,0,True,,,,ALICE-Cov+H-PO0,MountainCar-v0,106,1.1402738544204871,0.7581411889036681,False,103.52132861046488,-200.0,0.0,0.5400539636611938,0.037134259939193726,0.03557692468166351,1.4015300750732422,7
