verbose,N_E_traj,RL_expert_folder,T_max,N_agg_iter,N_epoch,total_opt_steps,add_history,kill_feats,pair_E_s0,run_seed,opt_seed,pi0_BC_init,density_ratio_feature_map,adversary_feature_map,learning_rate,H_dims,linear,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,resume_BC,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,switch_2_E_after,random_demos,RL_expert_exp_id,RL_expert_load_best,RL_expert_algo,alg,env_id,N_E_samp,w_max,w_min,w_ESS,reward,loss_test,loss_train,final,class_test,runtime
0,1,,1000,1,5,500000,False,,False,,,True,linear,poly 2,0.01,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,Expert,EnduroNoFrameskip-v4,1000,1.0,1.0,1000.0,81.0,2.1687381267547607,2.1677424907684326,True,0.0,0.3645232597986857
0,1,,1000,1,5,500000,False,,False,0.0,,True,linear,poly 2,0.01,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,Random,EnduroNoFrameskip-v4,1000,1.0,1.0,1000.0,0.0,2.230321884155273,2.220010757446289,True,0.8848069906234741,0.18732413053512573
0,1,,1000,4,5,600000,False,,False,0.0,0.0,True,linear,poly 2,0.0003,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,BC,EnduroNoFrameskip-v4,1000,1.0,1.0,1000.0,27.0,14.713114738464355,0.001447705551981926,False,0.6409298181533813,0.9677903254826864
0,1,,1000,4,5,1200000,False,,False,0.0,0.0,True,linear,poly 2,0.0003,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,BC,EnduroNoFrameskip-v4,1000,1.0,1.0,1000.0,29.0,17.83306121826172,8.848925790516658e-05,False,0.6424865126609802,1.9336671789487203
0,1,,1000,4,5,1800000,False,,False,0.0,0.0,True,linear,poly 2,0.0003,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,BC,EnduroNoFrameskip-v4,1000,1.0,1.0,1000.0,25.0,20.264623641967773,1.856931521615479e-05,False,0.6445620656013489,2.8990155021349597
0,1,,1000,4,5,2400000,False,,False,0.0,0.0,True,linear,poly 2,0.0003,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,BC,EnduroNoFrameskip-v4,1000,1.0,1.0,1000.0,33.1,21.227170944213867,8.488746061630081e-06,True,0.6447696089744568,4.463034705320994
0,10,,1000,1,5,500000,False,,False,,,True,linear,poly 2,0.01,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,Expert,EnduroNoFrameskip-v4,10000,1.0,1.0,10000.0,54.5,2.1687381267547607,2.1692793369293213,True,0.0,0.3413372913996379
0,10,,1000,1,5,500000,False,,False,0.0,,True,linear,poly 2,0.01,[64],False,10,10,128,False,False,True,False,1,False,10000000000.0,False,0,False,,Random,EnduroNoFrameskip-v4,10000,1.0,1.0,10000.0,0.0,2.232403039932251,2.2349696159362793,True,0.8868825435638428,0.1858505924542745
