verbose,total_opt_steps,N_epoch,N_E_traj,add_history,learning_rate,random_demos,N_agg_iter,opt_seed,run_seed,linear,RL_expert_folder,partial_obs,result_path,kill_feats,pair_E_s0,pi0_BC_init,density_ratio_feature_map,adversary_feature_map,H_dims,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,resume_BC,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,switch_2_E_after,RL_expert_exp_id,RL_expert_load_best,RL_expert_algo,T_max,loss_function,alg,env_id,N_E_samp,w_max,w_min,final,w_ESS,reward,reward_std,loss_test,loss_train,class_test,runtime
0,1600000,10,4,False,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[0],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC-PO0,MountainCar-v0,412,1.0,1.0,False,412.0,-139.5,35.074919814591176,0.20910796523094166,0.20041200518608093,0.07980769127607346,0.8368377804756164
0,2000000,10,4,False,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[0],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC-PO0,MountainCar-v0,412,1.0,1.0,True,412.0,-128.6,24.1669195389069,0.2074624598026276,0.19815345108509064,0.07980769127607346,1.057404879728953
0,400000,10,4,True,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[0],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC+H-PO0,MountainCar-v0,412,1.0,1.0,False,412.0,-200.0,0.0,0.11493385583162308,0.09728673100471497,0.02884615398943424,0.21032163699467976
0,800000,10,4,True,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[0],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC+H-PO0,MountainCar-v0,412,1.0,1.0,False,412.0,-200.0,0.0,0.15985828638076782,0.08832555264234543,0.02884615398943424,0.4249184608459473
0,1200000,10,4,True,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[0],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC+H-PO0,MountainCar-v0,412,1.0,1.0,False,412.0,-200.0,0.0,0.1676538735628128,0.08379165083169937,0.023076923564076424,0.6382499774297078
0,1600000,10,4,True,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[0],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC+H-PO0,MountainCar-v0,412,1.0,1.0,False,412.0,-200.0,0.0,0.17193827033042908,0.08042017370462418,0.024038461968302727,0.8551423827807109
0,2000000,10,4,True,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[0],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC+H-PO0,MountainCar-v0,412,1.0,1.0,True,412.0,-200.0,0.0,0.19202640652656555,0.0809798389673233,0.023076923564076424,1.0822381059328714
0,400000,10,4,False,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[1],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC-PO1,MountainCar-v0,412,1.0,1.0,False,412.0,-200.0,0.0,0.5684049129486084,0.566095769405365,0.30384615063667303,0.21445797284444174
0,800000,10,4,False,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[1],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC-PO1,MountainCar-v0,412,1.0,1.0,False,412.0,-200.0,0.0,0.5657183527946472,0.5607924461364746,0.29903846979141235,0.4249216318130493
0,1200000,10,4,False,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[1],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC-PO1,MountainCar-v0,412,1.0,1.0,False,412.0,-200.0,0.0,0.5646154284477234,0.5590431690216064,0.3115384578704834,0.6406660715738932
0,1600000,10,4,False,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[1],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC-PO1,MountainCar-v0,412,1.0,1.0,False,412.0,-200.0,0.0,0.5645477175712585,0.5569062232971191,0.3057692348957062,0.8515359878540039
0,2000000,10,4,False,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[1],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC-PO1,MountainCar-v0,412,1.0,1.0,True,412.0,-200.0,0.0,0.5613909363746643,0.5534043908119202,0.3057692348957062,1.07804030974706
