verbose,total_opt_steps,N_epoch,N_E_traj,add_history,N_agg_iter,random_demos,RL_expert_folder,RL_expert_load_best,learning_rate,H_dims,loss_function,partial_obs,result_path,kill_feats,pair_E_s0,run_seed,opt_seed,pi0_BC_init,density_ratio_feature_map,adversary_feature_map,linear,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,resume_BC,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,switch_2_E_after,RL_expert_exp_id,RL_expert_algo,T_max,alg,env_id,N_E_samp,w_max,w_min,final,w_ESS,reward,reward_std,loss_test,loss_train,class_test,runtime,results_path,render_final,best_ind
4,24000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-3823.02212801485,23926.994456834876,0.1958307772874832,0.1741103082895279,0.1958307772874832,35.88002455234528,,,
4,32000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-20320.9731396743,86683.89809897811,0.18679113686084747,0.16546931862831116,0.18679113686084747,48.0913289586703,,,
4,40000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,True,25000.0,-88788.3287578688,260213.69626429764,0.1786317080259323,0.1592053323984146,0.1786317080259323,59.114197242259976,,,
4,8000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-12092.275406143148,26456.081802529694,0.1809655278921128,0.16493937373161316,0.1809655278921128,7.070785657564799,,,
4,16000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-14379.223028549844,25246.0222187538,0.19506315886974326,0.17165951430797574,0.19506315886974326,14.115454693635304,,,
4,24000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-36154.266843393874,11002.250892472865,0.1832141429185868,0.16465479135513306,0.1832141429185868,21.21474817991257,,,
4,32000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-40133.00289683089,85111.47619732206,0.1810029298067093,0.1556611955165863,0.1810029298067093,28.28627179861069,,,
4,40000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,True,25000.0,-86860.11384629463,117753.78469584616,0.179212749004364,0.160290464758873,0.179212749004364,34.628880572319034,,,
4,8000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-92360.41325900688,62178.85812769805,0.1814441829919815,0.15945641696453094,0.1814441829919815,6.843434417247773,,,
4,16000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-239606.7028368857,26324.48946687748,0.195417121052742,0.17165330052375793,0.195417121052742,13.033934132258098,,,
4,24000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-171014.86086205803,79186.15656135809,0.17831425368785858,0.15572234988212585,0.17831425368785858,18.77365962266921,,,
4,32000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-102283.86643104508,94232.14527741424,0.1816166490316391,0.1626838743686676,0.1816166490316391,24.53293059269588,,,
4,40000000,10,25,False,5,False,my_RL_experts,True,0.01,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,True,25000.0,-31449.31487227564,55249.1852116775,0.18034373223781586,0.16319768130779266,0.18034373223781586,30.11113943656285,,,
4,6000000,10,25,False,10,False,my_RL_experts,True,0.0001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,584.5638846095076,317.9524039457204,0.17810486257076266,0.15942580997943878,0.17810486257076266,6.069877183437347,,,
4,12000000,10,25,False,10,False,my_RL_experts,True,0.0001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-4940.28794879375,16291.992584373746,0.15390965342521667,0.1320643424987793,0.15390965342521667,12.337572729587555,,,
4,18000000,10,25,False,10,False,my_RL_experts,True,0.0001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-415.7066911615886,4508.659240872214,0.14107024669647214,0.11811082810163498,0.14107024669647214,18.487001391251887,,,
4,24000000,10,25,False,10,False,my_RL_experts,True,0.0001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-1407.9901656547745,8240.541156352858,0.13112646341323853,0.10608517378568648,0.13112646341323853,24.02764511505763,,,
4,30000000,10,25,False,10,False,my_RL_experts,True,0.0001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,1073.2519179600838,3789.153631810382,0.12401783466339113,0.09776265919208528,0.12401783466339113,29.537061127026877,,,
4,36000000,10,25,False,10,False,my_RL_experts,True,0.0001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,1272.087002182113,5539.953928268289,0.11971816420555115,0.0923181250691414,0.11971816420555115,35.1908350666364,,,
4,42000000,10,25,False,10,False,my_RL_experts,True,0.0001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-1175.6409806541756,4344.641485655173,0.1164776012301445,0.08850914984941483,0.1164776012301445,40.89733707110087,,,
4,48000000,10,25,False,10,False,my_RL_experts,True,0.0001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,256.8138610656364,4139.196583888399,0.1138669326901436,0.08472081273794174,0.1138669326901436,46.60514719088872,,,
4,54000000,10,25,False,10,False,my_RL_experts,True,0.0001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,966.7227493794148,4007.448745701653,0.11376458406448366,0.08348459005355835,0.11376458406448366,52.29954151312511,,,
4,60000000,10,25,False,10,False,my_RL_experts,True,0.0001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,True,25000.0,-516.2787290805567,4154.7948861946115,0.11328568309545516,0.08201579749584198,0.11328568309545516,58.03545740445455,,,
4,6000000,10,25,False,10,False,my_RL_experts,True,0.0003,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,1531.5089428906274,1550.7294575187009,0.1509120613336563,0.12822097539901733,0.1509120613336563,6.2356409867604565,,,
4,12000000,10,25,False,10,False,my_RL_experts,True,0.0003,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-864.1358200109095,7612.201234750958,0.12746670842170715,0.10196338593959807,0.12746670842170715,12.484604569276176,,,
4,18000000,10,25,False,10,False,my_RL_experts,True,0.0003,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-1264.2848953249795,7872.595180128504,0.12086928635835648,0.0937899574637413,0.12086928635835648,18.590996472040807,,,
4,24000000,10,25,False,10,False,my_RL_experts,True,0.0003,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-3740.8294984895833,15731.50937061066,0.11528265476226808,0.08573707193136215,0.11528265476226808,24.010851800441745,,,
4,30000000,10,25,False,10,False,my_RL_experts,True,0.0003,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,989.5856455061104,4803.966591019873,0.10925471037626266,0.07850802689790726,0.10925471037626266,29.554433166980747,,,
4,36000000,10,25,False,10,False,my_RL_experts,True,0.0003,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-27.502068984521827,13917.87005239569,0.1179068610072136,0.08618610352277756,0.1179068610072136,35.21550601323445,,,
4,42000000,10,25,False,10,False,my_RL_experts,True,0.0003,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-1339.6671463364526,8204.020829144481,0.10806983709335327,0.0767897218465805,0.10806983709335327,40.8995326757431,,,
4,48000000,10,25,False,10,False,my_RL_experts,True,0.0003,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,706.8678790461287,5187.441622809239,0.1047486960887909,0.07232668250799179,0.1047486960887909,46.59421435197194,,,
4,54000000,10,25,False,10,False,my_RL_experts,True,0.0003,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-1553.919556431003,10552.423935283125,0.10214130580425262,0.06917356699705124,0.10214130580425262,52.236490937074024,,,
4,60000000,10,25,False,10,False,my_RL_experts,True,0.0003,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,True,25000.0,-4449.816420601114,16987.180892069384,0.10198726505041122,0.06758218258619307,0.10198726505041122,57.87150336901348,,,
4,6000000,10,25,False,10,False,my_RL_experts,True,0.001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-2515.6817160169826,8144.2446413322095,0.137927308678627,0.1156889945268631,0.137927308678627,6.300562262535095,,,
4,12000000,10,25,False,10,False,my_RL_experts,True,0.001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-35652.32682599337,85413.88084725464,0.12422042340040207,0.10175233334302902,0.12422042340040207,12.490166330337525,,,
4,18000000,10,25,False,10,False,my_RL_experts,True,0.001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-28634.06205193491,42321.991843942145,0.10798067599534987,0.07948406040668488,0.10798067599534987,18.574637814362845,,,
4,24000000,10,25,False,10,False,my_RL_experts,True,0.001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-19667.58176730317,19065.958152950123,0.11089415103197098,0.08201075345277786,0.11089415103197098,23.94116137822469,,,
4,30000000,10,25,False,10,False,my_RL_experts,True,0.001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-26110.496690713662,36770.96729860678,0.08996252715587616,0.061260845512151725,0.08996252715587616,29.503637766838075,,,
4,36000000,10,25,False,10,False,my_RL_experts,True,0.001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-28465.435226490365,18396.19189511066,0.10590138286352158,0.07530126720666885,0.10590138286352158,35.18065441846848,,,
4,42000000,10,25,False,10,False,my_RL_experts,True,0.001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-24007.298114474994,54191.06618768302,0.09533993899822236,0.06495334953069687,0.09533993899822236,40.85148025751114,,,
4,48000000,10,25,False,10,False,my_RL_experts,True,0.001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-46209.19788798368,78416.17667601426,0.09018560498952866,0.0591120645403862,0.09018560498952866,46.52648912270865,,,
4,54000000,10,25,False,10,False,my_RL_experts,True,0.001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,False,25000.0,-47983.05333397506,37025.745052190876,0.08693934231996536,0.05512367561459541,0.08693934231996536,52.175693051020296,,,
4,60000000,10,25,False,10,False,my_RL_experts,True,0.001,[512],mse,False,results/results-HalfCheetah-v2--exp0.csv,,False,,,True,linear,poly 2,False,10,10,128,False,False,True,False,1.0,False,10000000000.0,0,,10000.0,BC,HalfCheetah-v2,25000,1.0,1.0,True,25000.0,-54086.35965596222,25721.985668488946,0.09709139168262483,0.06580327451229095,0.09709139168262483,57.64336360295614,,,
