verbose,total_opt_steps,N_epoch,N_E_traj,add_history,learning_rate,H_dims,N_agg_iter,opt_seed,run_seed,linear,RL_expert_folder,results_path,FORWARD,N_ALICE_traj,kill_feats,density_ratio_feature_map,adversary_feature_map,learning_rate_BC,entropy_coeff,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,render_final,switch_2_E_after,random_demos,RL_expert_exp_id,RL_expert_load_best,RL_expert_algo,T_max_all,T_max,model_reg_coeff,partial_obs,recent_samp_priority_exp,horizon_weight_offset_exp,pair_with_E,drop_first,adversary_t_bucket_size,recompute_adversary_freq,density_ratio_alpha,train_r_mean,train_r_std,test_r_mean,test_r_std,loss_function,alg,env_id,N_E_samp,epoch_losses,best_epoch_ind,entropy,num_switched,mean_abs_logit,min_abs_logit,w_max,w_min,final,iteration_num,horizon,w_ESS,reward,reward_std,loss_test,loss_train,class_test,runtime,best_ind,JS_div,hindsight_loss_train
4,300000,10,25,TRUE,0.01,"(64,)",5,2,2,FALSE,my_RL_experts,results_jan2021/results-CartPole-v1--BBC.csv,FALSE,25,,,,0.01,0,50,50,128,FALSE,TRUE,,,FALSE,FALSE,,FALSE,0,TRUE,,,,,FALSE,1,,FALSE,0,,1,1,500,0,500,0,,BC+H,CartPole-v1,12500,"[0.10937596193917674, 0.13068822, 0.12723333, 0.12985197, 0.12428586, 0.13134952, 0.12088317, 0.11946784, 0.12289049, 0.115882225]",0,0.062651873,168,3.922501802,0.000229061,1,1,FALSE,2,500,12500,500,0,0.128807008,0.127087235,0.058079999,1.361139294,2,0.062283389,0.127087235
4,400000,10,25,TRUE,0.01,"(64,)",5,2,2,FALSE,my_RL_experts,results_jan2021/results-CartPole-v1--BBC.csv,FALSE,25,,,,0.01,0,50,50,128,FALSE,TRUE,,,FALSE,FALSE,,FALSE,0,TRUE,,,,,FALSE,1,,FALSE,0,,1,1,500,0,500,0,,BC+H,CartPole-v1,12500,"[0.09653083785051449, 0.11481358, 0.11181726, 0.11515363, 0.111209534, 0.12168344, 0.109141335, 0.10641626, 0.10950295, 0.103546605]",0,0.057073403,149,4.574553013,8.70E-06,1,1,FALSE,3,500,12500,500,0,0.116255,0.11300423,0.052000001,1.819176435,3,0.041056756,0.11300423
4,500000,10,25,TRUE,0.01,"(64,)",5,2,2,FALSE,my_RL_experts,results_jan2021/results-CartPole-v1--BBC.csv,FALSE,25,,,,0.01,0,50,50,128,FALSE,TRUE,,,FALSE,FALSE,,FALSE,0,TRUE,,,,,FALSE,1,,FALSE,0,,1,1,500,0,500,0,,BC+H,CartPole-v1,12500,"[0.08693849429045977, 0.10172783, 0.09945235, 0.104228996, 0.100976355, 0.11266096, 0.10020367, 0.09655896, 0.09967352, 0.094358034]",0,0.052955978,120,5.189225674,7.86E-05,1,1,TRUE,4,500,12500,500,0,0.111047484,0.106455281,0.049600001,2.546672297,4,0.041056756,0.106455281
4,100000,10,25,FALSE,0.01,"(64,)",5,3,3,FALSE,my_RL_experts,results_jan2021/results-CartPole-v1--BBC.csv,FALSE,25,,,,0.01,0,50,50,128,FALSE,TRUE,,,FALSE,FALSE,,FALSE,0,TRUE,,,,,FALSE,1,,FALSE,0,,1,1,500,0,500,0,,BC,CartPole-v1,12500,"[0.3153502601714467, 0.2688599, 0.2451966, 0.22866613, 0.21414867, 0.2033941, 0.19229077, 0.1837736, 0.17401363, 0.16762355]",9,0.073034249,5845,2.166978598,0.00061517,1,1,FALSE,0,500,12500,500,0,0.164395645,0.167407006,0.072039999,0.419008044,0,0.212943771,0.167407006
4,200000,10,25,FALSE,0.01,"(64,)",5,3,3,FALSE,my_RL_experts,results_jan2021/results-CartPole-v1--BBC.csv,FALSE,25,,,,0.01,0,50,50,128,FALSE,TRUE,,,FALSE,FALSE,,FALSE,0,TRUE,,,,,FALSE,1,,FALSE,0,,1,1,500,0,500,0,,BC,CartPole-v1,12500,"[0.12662246294806012, 0.15872435, 0.16029197, 0.14951152, 0.14638318, 0.14536473, 0.14202213, 0.13855033, 0.13637345, 0.13216501]",0,0.061736465,317,2.854079962,0.000316896,1,1,FALSE,1,500,12500,500,0,0.129519626,0.131673619,0.05136,0.840801398,1,0.13493572,0.131673619
4,300000,10,25,FALSE,0.01,"(64,)",5,3,3,FALSE,my_RL_experts,results_jan2021/results-CartPole-v1--BBC.csv,FALSE,25,,,,0.01,0,50,50,128,FALSE,TRUE,,,FALSE,FALSE,,FALSE,0,TRUE,,,,,FALSE,1,,FALSE,0,,1,1,500,0,500,0,,BC,CartPole-v1,12500,"[0.1028799858063966, 0.13068984, 0.13878465, 0.12643446, 0.12525252, 0.124953486, 0.12288815, 0.11998757, 0.11975585, 0.11555142]",0,0.0557638,148,3.443849087,0.000169143,1,1,FALSE,2,500,12500,500,0,0.113113925,0.114233017,0.044160001,1.249591362,2,0.094364961,0.114233017
4,400000,10,25,FALSE,0.01,"(64,)",5,3,3,FALSE,my_RL_experts,results_jan2021/results-CartPole-v1--BBC.csv,FALSE,25,,,,0.01,0,50,50,128,FALSE,TRUE,,,FALSE,FALSE,,FALSE,0,TRUE,,,,,FALSE,1,,FALSE,0,,1,1,500,0,500,0,,BC,CartPole-v1,12500,"[0.09108196979356613, 0.116273865, 0.12681319, 0.11340533, 0.11318112, 0.11230366, 0.11085283, 0.107623406, 0.10786499, 0.1048452]",0,0.050897509,101,3.984081268,4.53E-05,1,1,FALSE,3,500,12500,500,0,0.102066845,0.102674991,0.039519999,1.673085276,3,0.085968142,0.102674991
4,500000,10,25,FALSE,0.01,"(64,)",5,3,3,FALSE,my_RL_experts,results_jan2021/results-CartPole-v1--BBC.csv,FALSE,25,,,,0.01,0,50,50,128,FALSE,TRUE,,,FALSE,FALSE,,FALSE,0,TRUE,,,,,FALSE,1,,FALSE,0,,1,1,500,0,500,0,,BC,CartPole-v1,12500,"[0.0829631797155446, 0.10586203, 0.11632585, 0.10333377, 0.10311535, 0.10217984, 0.10070104, 0.09676279, 0.097199865, 0.095193975]",0,0.046659853,80,4.540567875,4.41E-05,1,1,TRUE,4,500,12500,500,0,0.091473997,0.091399901,0.035840001,2.353656212,4,0.085968142,0.091399901
4,100000,10,25,TRUE,0.01,"(64,)",5,3,3,FALSE,my_RL_experts,results_jan2021/results-CartPole-v1--BBC.csv,FALSE,25,,,,0.01,0,50,50,128,FALSE,TRUE,,,FALSE,FALSE,,FALSE,0,TRUE,,,,,FALSE,1,,FALSE,0,,1,1,500,0,500,0,,BC+H,CartPole-v1,12500,"[0.2881698907344183, 0.273504, 0.23866953, 0.21886371, 0.20636949, 0.20118609, 0.19123508, 0.18418266, 0.18004273, 0.17480113]",9,0.080112547,5830,2.488553524,7.93E-05,1,1,FALSE,0,500,12500,432.12,42.06501634,0.174490705,0.178510234,0.079960003,0.401742609,0,0.093358986,0.178510234
4,200000,10,25,TRUE,0.01,"(64,)",5,3,3,FALSE,my_RL_experts,results_jan2021/results-CartPole-v1--BBC.csv,FALSE,25,,,,0.01,0,50,50,128,FALSE,TRUE,,,FALSE,FALSE,,FALSE,0,TRUE,,,,,FALSE,1,,FALSE,0,,1,1,500,0,500,0,,BC+H,CartPole-v1,12500,"[0.13460165583174807, 0.17081434, 0.16566445, 0.15869567, 0.15514076, 0.15376173, 0.14914724, 0.1436088, 0.14246318, 0.13725498]",0,0.066225104,303,3.30582881,9.58E-05,1,1,FALSE,1,500,12500,500,0,0.137291625,0.138932601,0.062199999,0.84482638,1,0.036749617,0.138932601
