verbose,total_opt_steps,N_epoch,N_E_traj,add_history,learning_rate,results_path,N_agg_iter,opt_seed,run_seed,RL_expert_folder,H_dims,FORWARD,N_ALICE_traj,kill_feats,density_ratio_feature_map,adversary_feature_map,learning_rate_BC,entropy_coeff,linear,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,render_final,switch_2_E_after,random_demos,RL_expert_exp_id,RL_expert_load_best,RL_expert_algo,T_max_all,T_max,model_reg_coeff,partial_obs,recent_samp_priority_exp,horizon_weight_offset_exp,pair_with_E,drop_first,adversary_t_bucket_size,recompute_adversary_freq,density_ratio_alpha,train_r_mean,train_r_std,test_r_mean,test_r_std,loss_function,alg,env_id,N_E_samp,epoch_losses,best_epoch_ind,w_max,w_min,final,iteration_num,horizon,w_ESS,reward,reward_std,loss_test,loss_train,class_test,runtime,best_ind,JS_div,hindsight_loss_train
0,10000000,10,25,True,0.001,results_jan2021/results-Walker2d-v2--BBC.csv,3,4,4,my_RL_experts,"(512, 512)",False,25,,,,0.001,0,False,50,50,128,False,True,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,1,5475.306786336117,99.45955791050467,5496.290599323942,89.30738631609151,mse,BC+H,Walker2d-v2,25000,"[0.0324801899701386, 0.020058293, 0.015596068, 0.012224125, 0.009818176, 0.009745915, 0.0082989875, 0.008498112, 0.007234919, 0.00674502]",9,1.0,1.0,False,0,1000,24999.999999999996,1573.6361016231954,2180.760512347343,0.03286324813961983,0.009413761086761951,0.03286324813961983,22.352761522928873,0,0.3996873004361987,0.009413761086761951
0,20000000,10,25,True,0.001,results_jan2021/results-Walker2d-v2--BBC.csv,3,4,4,my_RL_experts,"(512, 512)",False,25,,,,0.001,0,False,50,50,128,False,True,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,1,5475.306786336117,99.45955791050467,5496.290599323942,89.30738631609151,mse,BC+H,Walker2d-v2,25000,"[0.006169074766070116, 0.0059032263, 0.0056400537, 0.005457418, 0.005693833, 0.0058354163, 0.0046322118, 0.005048865, 0.0050097913, 0.004441797]",9,1.0,1.0,False,1,1000,24999.999999999996,3376.64267523557,2462.181961324421,0.029905294999480247,0.005733684170991182,0.029905294999480247,41.59269028504689,1,0.1744570666924119,0.005733684170991182
0,30000000,10,25,True,0.001,results_jan2021/results-Walker2d-v2--BBC.csv,3,4,4,my_RL_experts,"(512, 512)",False,25,,,,0.001,0,False,50,50,128,False,True,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,1,5475.306786336117,99.45955791050467,5496.290599323942,89.30738631609151,mse,BC+H,Walker2d-v2,25000,"[0.0046123928817592965, 0.004518045, 0.0041435445, 0.0042014304, 0.0046739965, 0.0038829267, 0.0043651927, 0.0042490177, 0.004287995, 0.0040460546]",5,1.0,1.0,True,2,1000,24999.999999999996,2535.546393030972,2260.3287436315827,0.029096046462655067,0.004728216677904129,0.029096046462655067,70.9074469367663,2,0.1744570666924119,0.004728216677904129
0,10000000,10,25,False,0.001,results_jan2021/results-Walker2d-v2--BBC.csv,3,5,5,my_RL_experts,"(512, 512)",False,25,,,,0.001,0,False,50,50,128,False,True,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,1,5475.306786336117,99.45955791050467,5496.290599323942,89.30738631609151,mse,BC,Walker2d-v2,25000,"[0.04389575712161488, 0.023603244, 0.017554637, 0.014479727, 0.012290172, 0.011217618, 0.010325508, 0.009429506, 0.0086849565, 0.008171991]",9,1.0,1.0,False,0,1000,24999.999999999996,3706.1386582836335,2341.8152682056375,0.03373792767524719,0.012586148455739021,0.03373792767524719,22.88304512500763,0,0.1525270044226139,0.012586148455739021
0,20000000,10,25,False,0.001,results_jan2021/results-Walker2d-v2--BBC.csv,3,5,5,my_RL_experts,"(512, 512)",False,25,,,,0.001,0,False,50,50,128,False,True,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,1,5475.306786336117,99.45955791050467,5496.290599323942,89.30738631609151,mse,BC,Walker2d-v2,25000,"[0.007153316731962987, 0.0073573506, 0.0066237734, 0.0067407954, 0.0062445067, 0.006335208, 0.006376966, 0.005364374, 0.0058742743, 0.00576076]",7,1.0,1.0,False,1,1000,24999.999999999996,5475.615416176352,90.979866359791,0.028769733384251595,0.007298415061086416,0.028769733384251595,46.44491038719813,1,0.03231851139649497,0.007298415061086416
0,30000000,10,25,False,0.001,results_jan2021/results-Walker2d-v2--BBC.csv,3,5,5,my_RL_experts,"(512, 512)",False,25,,,,0.001,0,False,50,50,128,False,True,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,1,5475.306786336117,99.45955791050467,5496.290599323942,89.30738631609151,mse,BC,Walker2d-v2,25000,"[0.005260659458899318, 0.0050678686, 0.005262125, 0.005025263, 0.004916728, 0.0044358866, 0.0051792804, 0.0043916167, 0.004348665, 0.0045175212]",8,1.0,1.0,True,2,1000,24999.999999999996,5214.343289089635,1132.4689363086302,0.0279060211032629,0.00561124924570322,0.0279060211032629,72.6364542166392,2,0.03231851139649497,0.00561124924570322
0,10000000,10,25,True,0.001,results_jan2021/results-Walker2d-v2--BBC.csv,3,5,5,my_RL_experts,"(512, 512)",False,25,,,,0.001,0,False,50,50,128,False,True,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,1,5475.306786336117,99.45955791050467,5496.290599323942,89.30738631609151,mse,BC+H,Walker2d-v2,25000,"[0.032682569111532354, 0.020494156, 0.01528744, 0.012066983, 0.010541302, 0.009178569, 0.008096011, 0.007977733, 0.0072637647, 0.0067152926]",9,1.0,1.0,False,0,1000,24999.999999999996,4641.482770873238,1586.6406894802024,0.03262471407651901,0.009833626449108124,0.03262471407651901,25.19244376420975,0,0.020813464157981798,0.009833626449108124
0,20000000,10,25,True,0.001,results_jan2021/results-Walker2d-v2--BBC.csv,3,5,5,my_RL_experts,"(512, 512)",False,25,,,,0.001,0,False,50,50,128,False,True,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,1,5475.306786336117,99.45955791050467,5496.290599323942,89.30738631609151,mse,BC+H,Walker2d-v2,25000,"[0.006496548350508383, 0.0061185425, 0.00589586, 0.005859149, 0.005331104, 0.0053292005, 0.0049359435, 0.004889014, 0.00520669, 0.0044730394]",9,1.0,1.0,False,1,1000,24999.999999999996,4514.623295437001,1799.9387523685043,0.031301598995923996,0.00729878107085824,0.031301598995923996,50.39936820665995,1,0.03498313669115305,0.00729878107085824
0,30000000,10,25,True,0.001,results_jan2021/results-Walker2d-v2--BBC.csv,3,5,5,my_RL_experts,"(512, 512)",False,25,,,,0.001,0,False,50,50,128,False,True,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,1,5475.306786336117,99.45955791050467,5496.290599323942,89.30738631609151,mse,BC+H,Walker2d-v2,25000,"[0.0046039982043034975, 0.004617375, 0.0041314187, 0.0040326742, 0.0046794685, 0.0044612996, 0.003933174, 0.004694825, 0.004030865, 0.003971606]",6,1.0,1.0,True,2,1000,24999.999999999996,2628.099260613749,2420.192614585543,0.03000229224562645,0.005649559199810028,0.03000229224562645,75.7391110420227,2,0.03498313669115305,0.005649559199810028
0,10000000,10,25,False,0.001,results_jan2021/results-Walker2d-v2--BBC.csv,3,6,6,my_RL_experts,"(512, 512)",False,25,,,,0.001,0,False,50,50,128,False,True,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,1,5475.306786336117,99.45955791050467,5496.290599323942,89.30738631609151,mse,BC,Walker2d-v2,25000,"[0.04020197109868168, 0.025036836, 0.018323997, 0.014492796, 0.012206111, 0.011869107, 0.010605354, 0.0099166585, 0.008402594, 0.007719556]",9,1.0,1.0,False,0,1000,24999.999999999996,806.2681894412651,1753.8804544768082,0.03163185715675354,0.01051251869648695,0.03163185715675354,24.656320254007976,0,0.9835493845464791,0.01051251869648695
