#{"t_start": 1603724316.7505445, "env_id": "Hopper-v2"}
r,l,t
34.886443,29,4.536611
22.815526,20,4.549119
38.067731,29,4.568799
25.455426,27,4.586623
6.066785,11,4.594523
9.748358,18,4.60503
15.992275,23,4.618295
27.733332,25,4.631989
14.663817,26,4.64669
105.541436,62,4.679869
14.733322,15,4.688415
18.720287,22,4.699778
17.839205,22,4.71243
103.455199,70,4.751267
9.965581,13,4.759104
20.913687,22,4.770145
8.120714,21,4.783178
13.093989,24,4.799211
16.988744,21,4.810363
12.88404,29,4.824859
25.177493,22,4.838863
12.723568,17,4.848083
45.774392,41,4.870369
6.125489,12,4.877235
10.245081,14,4.885544
11.050403,17,4.895166
67.283442,40,4.919677
14.93838,16,4.928494
14.186632,15,4.936604
54.094071,42,4.960041
20.405849,41,4.982633
12.568392,17,4.992603
8.302313,12,5.000255
8.963639,14,5.007602
18.203791,19,5.017504
12.116738,20,5.028426
12.367993,15,5.036699
16.883942,31,5.053464
19.044725,25,5.067208
6.852246,17,5.07651
9.771514,11,5.082307
28.999967,28,5.098517
32.400011,27,5.116623
24.585962,20,5.127848
10.512357,36,5.149112
12.287271,17,5.159103
10.995098,16,5.167814
7.539136,24,5.181056
9.038491,15,5.188186
84.771671,66,5.2245
9.77008,11,5.229814
32.150879,35,5.248679
15.644177,22,5.261458
27.77181,25,5.276555
69.056417,46,5.305001
11.287947,13,5.313226
15.938574,24,5.326553
10.539858,16,5.335248
6.99434,17,5.344803
27.043968,24,5.3583
10.728638,12,5.365246
14.625858,34,5.383734
8.805737,20,5.394633
19.047024,22,5.406276
14.220171,17,5.415638
6.074801,10,5.420061
10.93564,16,5.427853
6.79473,11,5.435452
17.561452,20,5.446054
24.144505,33,5.465995
26.107111,25,5.482859
12.295829,18,5.491329
17.368995,18,5.499874
11.681431,22,5.510517
10.198339,18,5.518865
6.69911,17,5.527226
8.994972,12,5.53385
10.739802,16,5.541321
13.643437,21,5.551999
27.74219,24,5.563684
13.489101,17,5.571852
22.089917,25,5.583899
10.274203,19,5.593374
10.125693,15,5.6001
17.740635,18,5.608699
12.617946,14,5.614796
11.011631,14,5.62127
10.588277,13,5.628007
17.559382,20,5.637194
20.148233,21,5.649791
10.93192,14,5.657114
9.941186,12,5.662652
5.96926,8,5.666634
10.004135,12,5.672211
14.522198,28,5.687147
12.814133,15,5.694921
28.894703,35,5.710234
20.224318,25,5.720679
9.255459,23,5.73137
26.727883,33,5.746343
13.510577,15,5.753283
9.219844,14,5.759934
26.993356,38,5.777601
6.987427,10,5.781771
19.536795,23,5.792648
11.041451,21,5.802335
7.84048,13,5.808146
27.49453,32,5.823042
14.07777,20,5.832426
12.419046,16,5.839934
17.171991,35,5.856928
16.55609,23,5.867795
26.554887,23,5.878537
6.303941,8,5.882248
35.188931,34,5.900793
20.726976,21,5.910129
18.707763,27,5.922729
11.181648,16,5.929996
10.15194,22,5.940802
22.232192,25,5.952037
7.554622,12,5.957355
12.699758,16,5.964739
9.903533,17,5.972439
26.089402,21,5.982254
13.224951,22,5.992497
10.786965,16,5.999135
43.876581,55,6.023943
10.854566,17,6.032112
20.591028,22,6.043513
22.705205,25,6.055565
13.11928,14,6.06212
9.4379,14,6.06822
20.959004,24,6.079369
12.272245,33,6.096775
23.969806,23,6.109677
11.434188,24,6.121061
10.647837,28,6.134045
10.64074,13,6.139758
12.269581,17,6.147938
7.886458,10,6.153349
13.413233,24,6.164405
41.619722,36,6.181112
14.711219,23,6.19181
7.891766,10,6.197407
14.78302,23,6.211005
11.845947,20,6.223435
7.059239,10,6.229634
7.247255,9,6.235128
29.920286,34,6.256303
22.559698,22,6.267637
13.915296,15,6.274928
17.207944,24,6.285353
8.238631,13,6.291867
7.139025,10,6.295669
14.750986,20,6.305557
20.549274,24,6.316972
21.932864,28,6.329557
23.59498,20,6.338124
9.55815,31,6.351513
9.452566,11,6.357277
21.928324,32,6.372654
39.56554,50,6.395757
16.045223,24,6.406869
8.202967,11,6.412374
13.838476,21,6.424327
21.718463,29,6.442299
16.723851,23,6.454288
11.920549,17,6.461452
19.039743,18,6.469815
9.303823,11,6.476819
13.372223,15,6.484256
11.753733,14,6.491119
21.390488,35,6.507748
12.07079,18,6.516732
14.788209,16,6.526984
14.740871,15,6.535235
9.891017,18,6.543725
17.873127,17,6.551746
7.342939,11,6.556759
21.714694,21,6.565947
9.458466,14,6.571783
8.246742,11,6.577291
22.947068,26,6.588891
16.207968,19,6.597692
83.741575,49,6.622858
7.853293,14,6.629483
12.3027,16,6.636738
9.558349,11,6.641487
13.361842,17,6.649546
12.867769,25,6.663708
12.865948,15,6.670189
34.615892,50,6.693459
16.537039,36,6.710269
27.590801,40,6.727605
9.542015,17,6.735516
10.089962,16,6.743265
14.313963,21,6.752846
40.85907,39,6.775429
20.352513,23,6.787456
13.002501,28,6.799831
8.747681,28,6.812968
10.988495,16,6.820405
11.83516,14,6.826622
23.329567,30,6.842404
11.647608,13,6.848854
10.523086,18,6.856294
5.480861,10,6.860986
11.795383,13,6.867222
10.6228,12,6.874282
9.260081,17,6.882437
38.284961,28,6.895705
16.536363,19,6.904411
7.885184,10,6.908612
25.376603,32,6.922935
8.18871,18,6.931685
29.007015,36,6.949142
21.225581,29,6.964061
11.118742,12,6.969398
12.376851,21,6.978649
15.384091,16,6.986181
12.016322,16,6.994669
13.82202,26,7.008264
9.226614,17,7.016189
15.540153,37,7.033648
11.969859,22,7.044198
17.743074,18,7.052141
15.077521,22,7.063619
21.283167,44,7.085707
9.861876,17,7.093358
85.995983,54,7.117284
13.465211,17,7.125146
14.278422,18,7.133629
13.939026,14,7.139945
20.370949,33,7.155086
20.141773,19,7.163964
10.423388,13,7.169928
7.238113,12,7.17549
10.815728,14,7.181149
12.51237,17,7.188874
6.885571,9,7.193776
27.432893,25,7.204951
8.036415,13,7.211267
11.331421,14,7.217254
7.029543,12,7.222663
15.808782,22,7.232426
15.715338,16,7.239922
10.497592,18,7.248674
10.242914,12,7.254536
13.895704,15,7.261353
6.846713,10,7.266093
12.693625,14,7.273103
6.754249,9,7.276929
23.995673,31,7.291934
9.631205,12,7.296319
6.702693,19,7.305065
9.168496,11,7.310573
12.488533,21,7.322157
15.444216,16,7.329461
39.951037,37,7.347552
12.241536,17,7.355873
8.427072,14,7.362609
16.643172,45,7.383577
20.704067,26,7.39595
66.766307,40,8.312093
16.628029,19,8.520367
9.150859,34,8.843814
17.229915,31,9.135802
8.43387,16,9.289052
6.904396,12,9.401308
30.010548,37,9.746853
17.835546,21,9.948883
12.638076,28,10.207218
10.685874,13,10.323619
10.602237,28,10.589715
48.020972,40,10.960575
19.560389,46,11.387599
13.966025,20,11.573266
59.61981,75,12.283492
15.010992,23,12.501703
47.943315,40,12.875445
4.673462,26,13.123696
12.689689,18,13.295346
8.631786,13,13.422115
16.346403,21,13.630022
11.880443,17,13.787752
12.444272,31,14.075458
104.535694,82,14.849867
19.034433,25,15.090171
110.408003,99,16.03633
67.760359,47,16.487286
83.042383,49,16.94523
50.778044,30,17.229836
58.670818,35,17.550203
83.720723,48,17.995356
75.378325,43,18.400771
82.30926,48,18.847467
56.218026,33,19.148593
61.735661,42,19.540838
157.096368,83,20.34676
42.616056,25,20.585083
46.689035,28,20.844422
68.032879,39,21.207731
82.97202,46,21.646839
50.908708,30,21.932999
41.60715,25,22.166276
43.524172,25,22.40846
50.144886,30,22.688723
45.410702,27,22.938213
107.419738,59,23.497663
47.532433,28,23.758149
55.487804,32,24.068254
57.093979,33,24.380795
88.307265,50,24.855979
87.157721,52,25.344334
54.31936,31,25.640736
44.476542,26,25.884884
44.380451,26,26.129992
188.991089,91,26.999744
107.051208,60,27.578726
103.492113,57,28.092483
186.264806,92,28.929497
144.279476,82,29.686053
178.297423,85,30.485493
171.993496,85,31.277792
178.147527,92,32.125002
203.608713,90,32.947045
169.188405,85,33.753
217.593351,109,34.756359
153.848303,79,35.488804
180.07709,91,36.330043
179.553002,84,37.113059
190.997484,96,37.999014
180.468823,82,38.75636
172.884941,87,39.560747
182.139101,84,40.371346
176.690591,81,41.130442
184.732554,83,41.921174
174.756562,83,42.771986
179.714291,86,43.5771
181.242335,83,44.358078
192.704502,86,45.174149
183.362961,85,45.991682
203.94364,88,46.860826
178.220189,86,47.730232
188.529707,85,48.609916
196.612689,88,49.507787
219.162327,95,50.471407
221.835135,95,51.420523
200.809984,88,52.264554
246.972311,117,53.411647
204.501337,90,54.301126
200.319433,88,55.166288
199.058764,89,56.046339
284.14134,114,57.163683
201.123611,89,58.049313
221.718276,100,59.02903
182.029888,81,59.832112
188.069171,86,60.685561
200.7458,91,61.564383
304.257532,120,62.743654
253.871597,105,63.808573
176.112743,80,64.601848
276.929254,111,65.675975
293.421719,118,66.831043
285.13841,110,67.917216
267.03948,118,69.078053
310.674957,131,70.350737
305.44401,125,71.591945
303.738606,121,72.762921
320.021958,120,73.949028
422.266327,189,75.758297
315.81073,116,76.880049
300.832252,125,78.102989
333.922051,125,79.308821
274.84249,124,80.540527
283.283617,126,81.878092
300.571996,139,83.262733
307.398545,120,84.466306
318.772989,124,85.699457
333.669992,124,86.950571
329.534285,123,88.15875
401.093095,161,89.742608
295.948879,119,90.935276
317.108672,124,92.173452
308.329332,130,93.454954
327.532433,120,94.650144
295.866695,122,95.862558
304.848729,127,97.019047
305.148021,126,98.052887
270.803331,121,99.034045
379.93627,141,100.188013
302.877149,133,101.270158
309.577313,120,102.24042
301.580992,130,103.314916
408.251022,174,105.694341
395.46098,147,107.152256
308.863976,139,108.55027
312.77157,148,110.028264
398.066377,161,111.653038
291.992876,128,112.933473
309.840176,115,114.08059
311.240199,140,115.493489
409.574142,161,117.107488
325.693183,129,118.413422
271.010594,110,119.526576
285.368522,131,120.852835
327.921859,134,122.200505
320.0164,122,123.423643
307.945389,147,124.894152
296.263539,127,126.171553
444.677315,177,127.962736
336.912578,135,129.312078
374.866468,156,130.890648
442.253584,190,132.839645
377.86158,161,134.467551
294.106226,138,135.858917
296.335808,134,137.205735
346.78197,147,138.68294
445.563131,180,140.505019
323.053365,125,141.775281
263.025067,128,143.059216
306.406306,120,144.290568
310.39622,119,145.528621
320.557233,128,146.830059
296.407031,117,148.001673
295.068191,122,149.246899
331.037725,121,150.471279
308.055524,118,151.672454
361.652982,145,153.149914
351.520568,138,154.557991
375.516673,150,156.073198
352.558376,124,157.3136
314.470389,136,158.698395
311.413234,121,159.93044
305.216746,114,161.082084
317.307044,114,162.227415
355.764947,138,163.604243
345.777685,136,164.976701
334.580499,138,166.373672
314.899967,116,167.580648
318.238907,116,168.756814
340.641592,126,170.033297
350.648857,140,171.4536
353.604647,126,172.739228
301.955993,114,173.898619
313.189094,115,175.088622
291.620248,110,176.209605
275.581541,106,177.292195
305.774087,117,178.469247
301.397046,112,179.616561
275.760428,105,180.688874
289.889716,110,181.815663
466.017156,175,183.599682
302.102057,112,184.745641
332.656708,128,186.042703
280.040307,109,187.144435
310.796539,117,188.335905
338.690728,122,189.553618
311.762501,114,190.727608
287.933893,109,191.836937
334.43344,132,193.17588
268.657356,106,194.257009
263.236668,103,195.309773
295.530561,114,196.477466
448.201821,170,198.230401
281.189496,108,199.338147
285.666997,111,200.482543
262.647862,105,201.566805
282.315143,110,202.675934
291.116528,112,203.807788
313.903875,119,205.025375
277.133548,108,206.564398
282.311351,109,207.669411
330.276855,124,208.954112
276.634492,107,210.054608
315.060327,119,211.284049
252.598018,103,212.347469
290.644267,113,213.502329
298.563042,113,214.670619
283.081868,110,215.783417
294.878789,113,216.959207
269.653788,105,218.026493
297.362093,112,219.161268
315.590675,120,220.427046
369.139357,131,221.764699
265.197841,105,222.864424
287.865236,110,224.004135
306.768325,116,225.019455
282.043436,106,225.893793
309.88053,116,226.855106
297.184237,115,227.795378
288.471419,111,228.761263
270.550681,105,229.638895
288.634948,111,230.551895
327.991085,121,231.624407
311.063663,119,232.846036
262.585507,104,233.92781
267.981632,104,235.006735
277.431387,107,236.100295
298.106215,113,237.257504
303.340351,120,238.49328
288.773486,110,239.626242
301.360846,113,240.791918
270.17693,106,241.89471
274.517848,107,242.998756
285.805709,110,244.129429
306.54023,114,245.292814
302.403714,114,246.474029
289.907546,110,247.624256
251.101821,100,248.668678
348.618587,127,249.963715
341.563386,124,251.244844
277.689155,109,252.368199
290.466717,111,253.515245
353.62888,128,254.866343
287.418789,111,256.020553
310.55179,114,257.201728
328.585365,122,258.447289
303.950844,114,259.689633
341.551604,123,260.962256
50.05397,33,261.30502
299.743802,114,262.483264
356.760631,127,263.802221
347.811612,125,265.077937
325.174481,119,266.297689
444.572149,163,267.961892
418.435189,147,269.47612
314.04338,122,270.757406
70.031308,47,271.250257
335.168789,122,272.506402
289.512458,112,273.649875
360.08681,126,274.936141
301.001162,110,276.06493
316.528157,115,277.255685
324.723902,120,278.492296
148.304065,74,279.257908
426.158654,156,280.859269
341.11552,126,282.136563
317.490253,117,283.346016
274.255334,106,284.461724
298.216272,119,285.708694
305.952142,116,286.935127
317.032538,119,288.184197
326.672785,121,289.443275
316.177857,118,290.651057
305.985207,113,291.827428
300.971773,114,293.016665
317.603545,120,294.256479
304.320195,114,295.41992
301.159379,122,296.672887
295.598161,119,297.909399
300.783435,122,299.167808
303.917024,117,300.356539
301.586381,121,301.588408
286.490283,117,302.774204
282.005879,120,303.972519
301.658541,125,305.249552
354.75069,150,306.788326
310.411599,118,308.51562
315.545768,119,309.788673
270.390223,116,310.984432
289.821031,113,312.141465
285.79067,119,313.347409
377.866577,154,315.132576
244.768793,112,316.340972
297.813943,126,317.644329
319.435196,137,319.057962
287.495639,124,320.318927
270.851862,115,321.495135
287.895545,125,322.779339
315.212675,121,323.998181
328.265926,125,325.268831
176.518585,91,326.174389
251.275798,113,327.354574
302.130375,132,328.63824
263.400753,119,329.914794
289.503254,127,331.253723
261.512364,115,332.473174
313.542342,132,333.845739
236.106287,107,334.963733
289.392376,126,336.250855
257.570293,116,337.446515
328.434196,142,338.919816
273.626965,120,340.175496
282.904175,123,341.488883
280.51375,120,342.740649
335.011115,135,344.21768
279.222635,123,345.545703
280.960639,124,346.8592
305.318242,128,348.241684
293.564003,129,349.594579
258.797286,113,350.799117
346.388214,141,352.275365
372.659857,146,353.817243
278.979545,119,355.070415
178.671981,91,355.857812
237.524253,113,356.823114
257.035145,117,357.878332
406.968814,159,359.212996
364.247005,140,360.375786
396.431045,154,361.856568
376.343166,149,363.377946
305.223338,127,364.701717
434.864069,160,366.400113
352.277404,144,367.866568
410.010013,160,369.539756
391.534809,151,371.066065
304.576669,125,372.326097
378.251073,140,373.753051
240.676439,116,375.136071
275.008854,120,376.517774
224.499534,101,377.60754
405.656612,153,379.227459
434.145238,159,380.892807
412.870834,154,382.552622
356.599655,137,383.972561
337.25828,142,385.463127
403.754801,147,386.995311
274.320395,118,388.225543
422.905625,161,389.901237
292.044343,123,391.195026
417.501754,160,392.87186
324.22244,135,394.272857
301.765287,128,395.637215
282.160794,116,396.877427
283.720035,122,398.164862
301.545668,131,399.56478
357.003095,141,401.116506
273.74364,120,402.411238
333.926301,139,403.916198
312.052669,130,405.328457
410.783683,162,407.113491
222.020301,100,408.204666
328.292334,140,409.740034
278.536356,127,411.125388
333.342878,138,413.268361
448.382516,167,415.099514
136.592217,72,415.864459
423.393249,172,417.717905
308.244902,132,419.13572
439.299113,177,421.028235
433.422738,162,422.732437
278.757755,121,424.008798
301.208779,129,425.37473
331.030176,139,426.834051
121.174342,66,427.530332
321.938087,133,428.941664
521.485911,204,431.099165
337.043277,141,432.587823
368.007982,151,434.146872
322.241789,144,435.637427
405.141468,166,437.374909
569.442584,231,439.760633
501.136242,201,441.834558
472.220185,190,443.831714
298.396825,135,445.245522
320.697211,139,446.679222
308.625854,146,448.194771
393.145507,147,449.705078
451.622525,180,451.545656
350.418355,136,452.946683
73.133362,45,453.408967
354.173293,135,454.781066
592.933096,251,457.329037
13.454349,13,457.464448
350.243304,134,458.845639
309.162891,138,460.262742
453.205393,183,462.188623
476.310582,184,464.098421
346.057379,147,465.726693
481.706652,199,467.91553
50.242288,31,468.229353
373.009123,190,470.270878
352.363461,154,471.873933
327.825795,138,473.345105
43.280751,27,473.630582
321.83259,145,475.238675
295.485813,131,476.63081
394.635714,140,478.139782
314.898304,141,479.614408
273.252928,126,480.886647
289.432465,125,482.253549
411.942195,154,483.797999
339.068456,136,485.228224
429.152968,183,487.027576
303.822526,132,488.246811
406.495412,166,489.587209
264.444717,120,490.532648
335.662705,162,491.850025
294.463492,125,493.087056
395.407696,156,494.705926
343.215081,128,496.070322
270.847114,121,497.317007
443.483246,161,498.958056
412.90544,158,500.633994
420.281984,156,502.306896
322.176232,143,503.737708
401.558181,154,505.360626
403.885924,156,507.026825
435.547018,153,508.56622
276.157696,134,510.000754
405.19456,162,511.664305
378.656546,148,513.234479
395.155976,143,514.692043
313.851534,124,516.010132
433.053284,160,518.156818
417.832308,152,519.720538
385.760454,159,521.357605
382.879452,143,522.845166
401.29052,149,524.351454
352.29474,140,525.770054
328.068469,124,527.063372
417.202219,160,528.683643
395.33883,153,530.341531
405.013011,159,531.93322
340.181697,134,533.375635
378.506536,136,534.706249
360.680427,134,536.141639
345.122766,134,537.656562
379.566862,145,539.100575
345.066258,135,540.511621
374.534991,135,541.962593
357.048721,131,543.309902
387.557344,141,544.751332
364.127363,134,546.187589
336.577004,127,547.526338
390.731963,139,548.911478
354.156802,134,550.269449
278.506443,118,551.54115
407.017881,156,553.189078
341.232528,128,554.464672
396.200899,152,556.284773
373.425197,138,557.71222
436.718305,165,559.502413
310.401942,127,560.868467
359.50078,140,562.43306
349.285366,134,563.829905
386.287876,137,565.360793
375.195047,139,566.797231
272.981267,138,568.344102
270.685208,124,569.582681
448.367174,169,571.432318
431.172309,185,573.434011
379.774589,149,575.044803
414.726216,154,576.708457
424.372265,176,578.605798
479.676532,174,580.403783
420.489566,167,582.281524
434.821234,170,584.089226
248.156374,113,585.275201
298.117219,122,586.65239
411.325049,171,588.493994
266.108273,126,589.778188
410.252145,158,591.564669
250.98797,124,592.870591
493.737247,216,595.159827
321.835033,130,596.581894
262.376739,124,597.895247
283.215994,133,599.313891
420.662285,162,601.032323
408.363858,160,602.788043
417.642996,170,604.611943
400.883588,162,606.302227
343.758786,165,608.0812
306.696135,126,609.460124
452.044867,193,611.597079
389.0834,157,613.25919
291.713864,123,614.631073
368.625648,158,616.249179
305.622113,124,617.575401
333.812004,161,619.226653
313.871035,148,620.536844
297.862876,134,621.710459
441.52821,176,623.673259
299.203425,123,624.801666
279.515917,137,626.303395
476.959737,193,628.386378
392.899006,151,630.033388
290.784918,120,631.289484
271.595596,128,632.649925
370.910477,139,634.196394
408.893019,160,635.883597
304.464527,126,637.219961
413.94938,160,638.912179
396.449615,162,640.671536
415.225533,165,642.469124
430.600133,152,644.17704
320.422331,134,645.540921
437.784549,177,647.295059
320.536383,130,648.540272
393.493806,145,650.063973
428.704634,149,651.554689
360.378303,140,652.916427
378.234588,144,654.387429
305.701487,125,655.644151
421.143536,152,657.188373
388.234675,143,658.643487
385.329376,136,659.994732
394.060649,146,661.52548
447.993214,158,663.068038
377.995235,143,664.493203
431.305986,155,665.994612
403.280844,144,667.409452
356.339884,137,668.683938
408.899995,150,670.223291
383.561593,142,671.739997
305.629461,127,673.006509
445.36103,159,674.509219
470.728004,162,676.206094
374.579502,142,677.57125
406.329206,148,679.061279
412.022387,149,680.548429
476.792119,166,682.269226
306.973822,122,683.511873
452.774389,156,685.024664
430.220231,153,686.577089
392.128948,146,688.004358
460.398325,159,689.627085
435.68852,152,691.081157
463.559365,159,692.631849
271.817724,114,693.744911
447.847908,158,695.303799
460.624934,160,696.860645
407.96476,150,698.373717
438.114121,155,699.971334
420.494032,156,701.502406
417.018596,157,703.061394
423.111025,156,704.590516
409.580513,149,706.067283
400.784806,148,707.525384
340.778149,134,708.827964
429.228141,157,710.39682
417.494264,153,711.895157
377.144894,144,713.411019
351.679711,137,714.710149
469.937403,168,716.374671
423.276187,154,717.88082
474.610393,171,719.599165
469.815021,169,721.278575
487.024303,175,722.964755
501.421035,183,725.436406
447.175315,170,727.152452
495.626849,181,728.914137
520.009043,183,730.720355
438.24137,165,732.379196
421.673534,157,733.949437
502.582564,183,735.803438
468.834786,167,737.483014
580.588524,196,739.421676
555.919959,196,741.495371
564.491569,192,743.452259
592.360902,199,745.139543
296.262076,134,746.131332
402.288132,148,747.29274
519.983061,203,748.93136
590.797875,209,751.02239
520.387349,186,752.95539
592.564974,217,755.162888
415.097579,157,756.806849
481.853342,180,758.707336
354.142473,138,760.056606
307.58434,138,761.539261
555.321637,197,763.567073
529.512423,192,765.591495
540.281892,194,767.508116
514.190401,184,769.270313
499.866896,181,771.081175
491.271781,176,772.815467
412.991755,152,774.334257
444.892592,172,776.070337
515.344832,186,777.909303
552.70398,200,779.979338
489.274038,183,781.785833
422.653443,155,783.397498
526.572598,194,785.293445
552.882223,208,787.328927
555.05586,191,789.208071
542.661814,202,791.305266
543.872181,203,793.304848
388.127964,148,794.810605
554.620233,200,796.696696
398.324966,154,798.190355
441.120669,176,799.964804
532.446899,198,802.041432
420.727791,162,803.652237
329.26812,130,804.941538
378.244722,152,806.425446
633.338952,259,809.058928
580.077516,249,811.506703
461.077976,186,813.35271
455.948918,190,815.186683
692.849215,278,817.855974
764.110944,302,820.742199
639.645896,249,824.363888
365.372315,159,825.85749
516.986868,214,827.943982
437.420586,178,829.636597
582.612339,233,831.942458
477.484065,196,833.821827
480.226011,191,835.624351
428.310509,174,837.390503
459.053557,190,839.182075
422.400092,177,840.865402
421.785836,174,842.610189
534.526551,214,844.682092
492.749521,202,846.685717
422.893466,174,848.431251
601.914812,230,850.791751
571.99226,216,852.870777
404.932698,169,854.627508
534.313122,209,856.693113
451.416521,182,858.497874
451.023026,183,860.246925
528.849284,205,862.340957
420.44846,161,863.905658
449.344733,177,865.626579
600.458672,230,867.622749
672.256419,242,869.377483
422.93803,172,870.632624
413.077567,169,872.002926
536.376895,208,873.961075
647.880912,233,876.279513
461.782709,193,878.263514
565.008727,210,880.251337
669.315207,251,882.838964
546.282898,213,884.881197
618.207303,239,887.231621
422.552682,170,888.929193
466.101062,184,890.695067
458.56884,188,892.546788
424.763552,174,894.213898
474.798481,188,896.032883
473.42874,183,897.797779
464.378917,182,899.565227
488.597715,190,901.40753
448.773694,181,903.187897
476.449639,189,904.98876
427.998043,171,906.686997
445.793283,173,908.440773
442.742834,182,910.28667
401.140184,166,911.917296
425.146799,168,913.515593
616.252402,225,915.655233
401.456373,153,917.148957
425.606818,162,918.74547
545.563102,210,921.653269
444.498116,177,923.412239
633.288121,240,925.714592
687.517322,263,928.386464
676.582893,236,930.753407
603.002519,224,932.895132
422.383203,161,934.434806
394.486719,148,935.887322
436.906844,168,937.535656
476.916281,183,939.346813
429.07606,163,941.011798
405.134573,152,942.457259
442.716398,165,944.094274
