N_E_traj,verbose,total_opt_steps,kill_feats,add_history,RL_expert_folder,FORWARD,opt_seed,run_seed,learning_rate_BC,learning_rate,density_ratio_feature_map,density_ratio_alpha,results_path,N_ALICE_traj,N_agg_iter,N_epoch,adversary_feature_map,entropy_coeff,H_dims,linear,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,render_final,switch_2_E_after,random_demos,RL_expert_exp_id,RL_expert_load_best,RL_expert_algo,T_max_all,T_max,model_reg_coeff,partial_obs,recent_samp_priority_exp,horizon_weight_offset_exp,pair_with_E,drop_first,adversary_t_bucket_size,recompute_adversary_freq,loss_function,alg,env_id,N_E_samp,entropy,num_switched,epoch_losses,best_epoch_ind,mean_abs_logit,min_abs_logit,w_max,w_min,final,iteration_num,horizon,w_ESS,reward,reward_std,loss_test,loss_train,class_test,runtime,JS_div
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.11593311280012132,3.0,"[0.16776854914438444, 0.15485418, 0.15525761, 0.15468961, 0.15461582]",4.0,1.4276177883148191,0.022922754287719727,1.0,0.17794954776265834,False,83,1,93.53124245129095,83.8,0.8944271909999157,0.26375824213027954,0.1545569747686386,0.10000000149011612,8.473748795191447,1.957763078813877
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.1259808987379074,4.0,"[0.23468640756240347, 0.2293456, 0.22746435, 0.22760588, 0.22699831]",4.0,1.4739917516708374,0.008230090141296387,1.0,0.18900159209264875,False,84,1,94.8426474552725,84.72,1.1142710621747296,0.3465014398097992,0.2266424149274826,0.119999997317791,8.637469319502513,1.9812353235479063
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.13071985542774198,1.0,"[0.20434504703560377, 0.1975483, 0.19689505, 0.19451535, 0.19829139]",3.0,1.3243041038513184,0.0014965534210205078,1.0,0.21140987040089465,False,85,1,95.09599126444608,85.64,1.3529227620230209,0.20924460887908936,0.19387157261371613,0.10000000149011612,8.801016489664713,2.0499500502324266
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.1663152277469635,24.0,"[0.28514280994277214, 0.28418046, 0.28427905, 0.28246942, 0.28175622]",4.0,1.0276176929473877,0.002561628818511963,1.0,0.21242343001827824,False,86,1,95.59155925410779,86.52,1.6029971927611102,0.28732502460479736,0.2816626727581024,0.119999997317791,8.966228648026783,2.071328692463768
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.12957577407360074,1.0,"[0.24883161480538546, 0.23262292, 0.22874437, 0.22812375, 0.22592375]",4.0,1.431166648864746,0.05328875780105592,1.0,0.21097096593357986,False,87,1,95.60741265036314,87.4,1.876166303929372,0.3069911897182465,0.2257901430130005,0.07999999821186066,9.140153658390043,2.1694368043009225
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.10294118523597716,10.0,"[0.20550260209362023, 0.1959086, 0.19378968, 0.19235882, 0.18940769]",4.0,1.585349440574646,0.014055848121643066,1.0,0.5126429051036271,False,88,1,98.02344542456598,88.26,2.1615735009478625,0.2628246545791626,0.1898958384990692,0.14000000059604645,9.310093967119851,2.0948296761973624
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.12284711003303528,2.0,"[0.22955607922238414, 0.22132792, 0.21473607, 0.2136606, 0.21294901]",4.0,1.4531526565551758,0.0022560954093933105,1.0,0.32847208013254336,False,89,1,98.16664007075924,89.12,2.4628438846179432,0.17309699952602384,0.21167801320552826,0.10000000149011612,9.484745490550996,2.093390264380713
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.1350346952676773,1.0,"[0.24712069038665505, 0.23858404, 0.23591635, 0.2353308, 0.23533714]",3.0,1.3340787887573242,0.02403247356414795,1.0,0.4726011255469931,False,90,1,98.3497381602426,89.96,2.77099260193888,0.29079514741897583,0.23510490357875824,0.1599999964237213,9.661262373129524,2.195170264594565
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.1205558180809021,2.0,"[0.24575169409945374, 0.23569755, 0.23339869, 0.23244996, 0.23123722]",4.0,1.532250165939331,0.014523565769195557,1.0,0.5154183324503733,False,91,1,98.73652167568214,90.8,3.0919249667480613,0.2401997596025467,0.23113857209682465,0.10000000149011612,9.844480669498443,2.3917323141872044
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.08976566046476364,11.0,"[0.10278808740418753, 0.09813646, 0.09627522, 0.09456615, 0.094149634]",4.0,1.7359132766723633,0.07190805673599243,1.0,0.2320976703236353,False,92,1,92.13479733602232,91.62,3.416957711181103,0.1968767195940017,0.0927298441529274,0.07999999821186066,10.017557060718538,2.40029514412342
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.11249548941850662,3.0,"[0.19351104171233602, 0.17722775, 0.16739666, 0.16343245, 0.15916818]",4.0,1.8001370429992676,0.01009988784790039,1.0,0.5107460814597229,False,93,1,99.05886982217821,92.44,3.753185313836768,0.3104519546031952,0.15853357315063474,0.119999997317791,10.192899052302044,2.4296069072606583
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.09090609848499298,12.0,"[0.10696957484786253, 0.10337233, 0.10311222, 0.10482155, 0.102589026]",4.0,1.8542596101760864,0.030675470829010013,1.0,0.17819785072596264,False,94,1,89.8778773472357,93.24,4.091747792814215,0.20888982713222504,0.10240429639816284,0.10000000149011612,10.366680745283762,2.4622130144781686
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.11122137308120728,6.0,"[0.20963441282568965, 0.2013192, 0.19639899, 0.19646275, 0.1954012]",4.0,1.6861993074417114,0.007505595684051514,1.0,0.1882687493633048,False,95,1,95.93206138726204,94.02,4.433914748842157,0.14141717553138733,0.1950410008430481,0.07999999821186066,10.536232165495557,2.4585241497219803
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.0702863484621048,12.0,"[0.08142600624712941, 0.07847758, 0.07508818, 0.07367989, 0.07271202]",4.0,2.0949563980102544,0.0026461482048034672,1.0,0.2132531139914556,False,96,1,90.01981306650147,94.8,4.787483681434329,0.27267420291900635,0.07319846749305725,0.119999997317791,10.715434062480927,2.4416518447052096
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.1126839816570282,18.0,"[0.21472640836900608, 0.21301824, 0.19959827, 0.19888778, 0.19640589]",4.0,1.6021901369094849,0.04109662771224976,1.0,0.5325211056945358,False,97,1,98.89687157283102,95.56,5.142606343091022,0.18762144446372986,0.1973833292722702,0.059999998658895486,10.895364646116896,2.2772505858330776
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.07271096855401993,6.0,"[0.03226019282077686, 0.03168559, 0.03085903, 0.030728746, 0.031270202]",3.0,2.213577508926392,0.03786265850067139,1.0,0.13456464996671075,False,98,1,84.77769149796445,96.24,5.47561868650475,0.21136118471622467,0.030376357957720763,0.07999999821186066,11.080633588631947,2.2584986342351505
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.1308080106973648,21.0,"[0.27144442957138154, 0.22690806, 0.21255384, 0.211353, 0.20918499]",4.0,1.6348475217819214,0.005208611488342285,1.0,0.42324893115631534,False,99,1,96.74743877055029,96.9,5.818075283115543,0.25359347462654114,0.2093080580234528,0.119999997317791,11.253860632578533,2.3132269128855314
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.06400783360004425,12.0,"[0.06923211219957011, 0.066002846, 0.06510705, 0.06521591, 0.06477501]",4.0,2.304126501083374,0.002839326858520508,1.0,0.34052710611827025,False,100,1,94.09456218928754,97.52,6.158701161771043,0.3860517740249634,0.06421954184770584,0.1599999964237213,11.42651976744334,2.46514232806012
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.11523819714784622,20.0,"[0.23352579274352678, 0.1958178, 0.19031464, 0.18614958, 0.18363562]",4.0,1.5931059122085571,0.032688915729522705,1.0,0.4403905945882634,False,101,1,98.21550755088707,98.14,6.517698980468492,0.3084519505500793,0.18346863985061648,0.119999997317791,11.609269881248474,2.433877837319633
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.060319613665342324,5.0,"[0.03745765690880944, 0.036148157, 0.03580748, 0.03538119, 0.03533941]",4.0,2.2884328365325928,0.0013998746871948242,1.0,0.19156634952506926,False,102,1,89.0220664491013,98.76,6.892198488145852,0.1584160476922989,0.035269461572170265,0.10000000149011612,11.800493792692821,2.5089225853983805
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.09410075098276137,21.0,"[0.17215608149984604, 0.1530069, 0.14470014, 0.1404627, 0.1382489]",4.0,1.8915199041366573,0.03700411319732666,1.0,0.17250954896006082,False,103,1,94.00172391196821,99.38,7.279807689767638,0.26126450300216675,0.1381174623966217,0.119999997317791,11.9847500483195,2.5145181074571856
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.05242100730538368,2.0,"[0.04480050141693937, 0.039950844, 0.039233115, 0.03923502, 0.039391838]",2.0,2.1723763942718506,0.07302427291870117,1.0,0.20676546749945213,False,104,1,83.7339173832157,99.98,7.66678550632532,0.35026636719703674,0.03913570567965508,0.14000000059604645,12.1681609749794,2.4123192021699893
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.08430585265159607,15.0,"[0.18316949739334518, 0.15796262, 0.15202338, 0.14906813, 0.14775555]",4.0,1.9772529602050781,0.0206872820854187,1.0,0.1714465600271932,False,105,1,95.15477340278359,100.58,8.06496125223178,0.10935056954622267,0.14753571152687073,0.019999999552965164,12.346432638168334,2.3581697118037344
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.05269511044025421,3.0,"[0.04012939270640345, 0.035534095, 0.034464646, 0.034193885, 0.033687104]",4.0,2.4666597843170166,0.02222752571105957,1.0,0.18077621961800505,False,106,1,90.7653563293368,101.18,8.472756340176439,0.19852925837039948,0.0336531363427639,0.10000000149011612,12.532865130901337,2.3606689164760524
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.08045108616352081,26.0,"[0.2140701960799616, 0.1818157, 0.17092241, 0.16551647, 0.16267042]",4.0,2.135881423950196,0.0008252859115600586,1.0,0.3865083801307351,False,107,1,96.25541446547828,101.78,8.888846944345481,0.2934727966785431,0.1620970368385315,0.14000000059604645,12.719901875654855,2.3316380292864145
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.08023608475923537,1.0,"[0.04917620741691394, 0.04503718, 0.043574795, 0.042819098, 0.042094026]",4.0,2.161928176879884,0.06744450330734253,1.0,0.1272226451066084,False,108,1,84.22896144794831,102.36,9.298946176852516,0.2397665232419968,0.041743770241737366,0.119999997317791,12.898944783210757,2.27399303547721
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.08112533390522003,7.0,"[0.1277060660170082, 0.11934474, 0.117403194, 0.11603269, 0.11533451]",4.0,1.8774513006210327,0.004949748516082764,1.0,0.2504458494778804,False,109,1,92.14211852511964,102.9,9.689685237405806,0.2463231682777405,0.11472415924072266,0.14000000059604645,13.076477766036987,2.317144225858271
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.10320717096328737,1.0,"[0.05187496961874558, 0.050590154, 0.048712015, 0.047453716, 0.046909586]",4.0,2.034019708633424,0.009162724018096924,1.0,0.15609356402813476,False,110,1,82.94668999538881,103.44,10.089915757824741,0.2647698223590851,0.0463467538356781,0.119999997317791,13.27231859366099,2.260307130629241
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.04988856241106987,3.0,"[0.06838700538698504, 0.06367248, 0.060982954, 0.059131294, 0.05822619]",4.0,2.6639842987060547,0.01637721061706543,1.0,0.19964920134617767,False,111,1,85.12973670154358,103.96,10.48419763262788,0.2616517543792725,0.058186143636703484,0.07999999821186066,13.453006756305694,2.314056727027785
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.06541109830141068,3.0,"[0.042791774089934904, 0.041183457, 0.040193524, 0.03942004, 0.038712207]",4.0,2.352431535720825,0.010717093944549559,1.0,0.2280564213704573,False,112,1,87.89144552718838,104.48,10.887130016675654,0.3334493935108185,0.03845743089914322,0.119999997317791,13.634036572774253,2.509344407813625
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.04611832648515701,2.0,"[0.08614331944363812, 0.07743835, 0.07700729, 0.07558208, 0.07482266]",4.0,2.4350831508636475,0.08823812007904053,1.0,0.17626432120328744,False,113,1,87.33796316069844,104.96,11.267581816876238,0.20512205362319946,0.07460422813892365,0.10000000149011612,13.813412312666571,2.5255846760333323
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.07547061145305634,2.0,"[0.06345347809039702, 0.060117602, 0.05964875, 0.059143696, 0.058482677]",4.0,2.140685796737671,0.023737668991088867,1.0,0.2017200927184666,False,114,1,89.70206645929828,105.44,11.657032212360058,0.2739405333995819,0.0582987442612648,0.14000000059604645,13.995107062657675,2.659710768332696
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.03457678109407425,0.0,"[0.051245253978222535, 0.0455799, 0.04515854, 0.04450835, 0.043743882]",4.0,2.911271572113037,0.18202829360961914,1.0,0.20732325449568928,False,115,1,89.55071268865223,105.9,12.038687636117153,0.2474343627691269,0.04366995394229889,0.10000000149011612,14.17718587319056,2.6452489085199145
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.10060762614011763,2.0,"[0.09261663427246787, 0.083982706, 0.080597356, 0.07927188, 0.07893124]",4.0,1.7678886651992798,0.031164765357971188,1.0,0.1302475789499196,False,116,1,86.23544258986055,106.36,12.428612151000607,0.23019497096538544,0.07863791286945343,0.10000000149011612,14.362757678826652,2.6210926471225955
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.03546493127942085,5.0,"[0.03824791080156615, 0.029685456, 0.028955946, 0.02753382, 0.026919791]",4.0,3.074864149093628,0.002699851989746093,1.0,0.16824293852065414,False,117,1,83.31632432541372,106.8,12.809371569284732,0.15434545278549194,0.026613080874085426,0.059999998658895486,14.550056687990825,2.2682226286701472
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.0997943878173828,4.0,"[0.09757180309775094, 0.08967474, 0.08528174, 0.080017745, 0.07765237]",4.0,1.7842944860458374,0.022237956523895264,1.0,0.22718415330059394,False,118,1,85.4396653293427,107.2,13.163586137523467,0.2991624474525452,0.0776439681649208,0.14000000059604645,14.74725219806035,2.4837960836494664
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.03617069870233537,3.0,"[0.0515313477074551, 0.04842681, 0.04828606, 0.048036393, 0.04776823]",4.0,2.7771694660186768,0.29956966638565063,1.0,0.19171169415982275,False,119,1,87.57464106516278,107.58,13.508649081236804,0.08632200956344603,0.047790028154850006,0.019999999552965164,14.946446847915649,2.267402305456609
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.11388689279556274,17.0,"[0.11125127097179391, 0.09977716, 0.09704298, 0.0953829, 0.0941924]",4.0,1.6730464696884155,0.012077569961547852,1.0,0.18148053399940467,False,120,1,87.03369290566759,107.96,13.862121049824953,0.2708839774131775,0.0940910428762436,0.119999997317791,15.138593165079751,2.5794937325760183
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.023258790373802185,4.0,"[0.034568420107962086, 0.024964003, 0.022294383, 0.021051647, 0.019748949]",4.0,3.2062430381774902,0.004073202610015869,1.0,0.200884422785202,False,121,1,86.08845181004757,108.32,14.20484424413024,0.07797279953956604,0.01970348693430424,0.019999999552965164,15.328342576821644,2.279578159266678
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.11586437374353407,22.0,"[0.14834404478636656, 0.1322492, 0.1191369, 0.11066948, 0.10597212]",4.0,1.6964058876037598,0.015822649002075195,1.0,0.20349243232205108,False,122,1,87.14044611935721,108.64,14.517244917683243,0.2944573163986206,0.10573716461658478,0.10000000149011612,15.5165820479393,2.9294968042056184
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.023879526183009148,2.0,"[0.03992576596338551, 0.03373688, 0.032326926, 0.031549606, 0.031001447]",4.0,3.092228651046753,0.09228217601776124,1.0,0.2320546569325581,False,123,1,89.04897083871059,108.96,14.837735676308567,0.06087542697787285,0.030598212033510205,0.03999999910593033,15.709846385320027,2.4521227369670733
100,2,10000,"(3,)",False,my_RL_experts,True,0,0,0.1,0.01,standardscaler poly-2,1.0,results_dec2020/results-CartPole-v1--initial_param_exploration.csv,100,10,5,,0,"(512,)",False,50,50,128,False,False,,,False,False,,False,0,True,,,,,False,1,,False,0,,1,,ALICE-Cov-PO3,CartPole-v1,50000,0.12629185616970062,21.0,"[0.15375114539976947, 0.13626404, 0.12114467, 0.11223467, 0.107563]",4.0,1.308933973312378,0.004118084907531738,1.0,0.2921070836272915,False,124,1,89.93587300052906,109.26,15.14570566200202,0.2210369110107422,0.10738075524568558,0.10000000149011612,15.90638974905014,3.3141660459336326
